,,□,商店街（代表者）,・大型客船等が入港して外国人観光客が増えているが、景気を押し上げるまでの消費は生まれてはいない。,,
,,□,一般小売店［文具店］（経営者）,・暑さの影響もあるかもしれないが、来客数、販売量、価格訴求の面からも景気が上向く兆しは感じられない。,,
,,□,百貨店（営業担当）,・10月以降は、秋冬に向けた施策により、客の動きが変わることを期待している。,,
,,□,百貨店（販売促進担当）,・株価停滞に加えてデフレの兆しも感じられ、景況の見通しは厳しい。,,
,,□,スーパー（財務担当）,・消費者の節約志向は根強く、当面この傾向は変わらない。,,
,,□,コンビニ（店長）,・建設業の客の購買力に力強さを感じる。,,
,,□,コンビニ（総務）,・天候や気温に大きく左右されるが、身の回りの景気には今後も変化が無いと思われる。,,
,,□,コンビニ（商品担当）,・来客数や販売量が伸びず、競争環境も激化している厳しい状況下では変わらない。,,
,,□,衣料品専門店（総務担当）,・この暑さがまだ続くなら、秋物衣料が苦戦する。,,
,,□,乗用車販売店（従業員）,・新型車が発売される予定だが、買い控えが続くと予想する。,,
,,□,乗用車販売店（従業員）,・秋商戦に向け、新型車の計画など明るいニュースはあるが、整備に比べて新車販売は鈍い状態が続いている。,,
,,□,その他小売［ショッピングセンター］（副支配人）,・良くなる要素が見当たらない。,,
,,□,観光型旅館（経営者）,"・８月は来客数がかなり多いが、秋は昔に比べて良くない。夏休み、春休み、正月休みはあるのに秋休みは無いから、秋に旅行する人は少ない。
",,
,,□,都市型ホテル（経営者）,・県外の宿泊客の動きは良いものの、宴会その他の予約状況が芳しくない。全体では変わらないと予測している。,,
,,□,旅行代理店（営業部長）,・円高の影響で海外旅行の増加に期待しているが、世界情勢が不安定で、テロや災害が続いて先行きが不透明になっている。,,
,,□,タクシー運転手,・高知県民の所得が上昇しておらず、最低賃金もあまり上がっていないことから、移動にタクシーを利用する客は少ない。,,
,,□,通信会社（支店長）,・今の時点では大きな変動要素が見当たらない。,,
,,□,通信会社（企画）,・特に変動要因がなく、現状と変わらない。,,
,,□,観光遊園地（職員）,・全体的には堅調であるが、航路の廃止などマイナス要因があるため。,,
,,□,競艇場（職員）,・９～10月にかけて本場開催は大きなレースが無いものの、場外発売としては周年レースが６場、ＳＧレースが１場、Ｇ1レースを２場予定しており、売上増が期待できる。機械入替えで18日間休催する11月は、期待できない。,,
,,□,美容室（経営者）,・特に変化がない。,,
,,▲,商店街（代表者）,・地方ではアベノミクス等の経済効果はあまり感じられない。円高が進み株価も低迷している現状では、景気は少し後退するのではないか。,,
,,▲,一般小売店［生花］（経営者）,・秋はイベントが少なく、予約状況も鈍い。,,
,,▲,家電量販店（店員）,・季節商材が売れなくなると、他にけん引する商品が無い。,,
,,▲,乗用車販売店（従業員）,・最低賃金が上昇しても、給与所得者の平均所得が伸びるとは思えない。個人消費アップには繋がらない。,,
,,▲,住宅販売会社（従業員）,・新規来場者が少なく、今までのリピート客からの受注は徐々に少なくなってくる。,,
,,×,商店街（代表者）,・地方創生よりも東京一極集中を緩和して、地方の活力を活かす方向が望ましい。しかし、現状では極めて困難な課題である。,,
,,×,一般小売店［乾物］（店員）,・競合店が増加していることに加えて、人件費やその他経費も増大している。,,
,,×,一般小売店［酒］（販売担当）,・先行き不安で家計支出は控える傾向にある。外食や酒類などへの影響は特に大きい。,,
,,×,スーパー（店長）,・最近は「ハロウィーン」関連商品が伸びているが、どこまで景気を押し上げるかは未知数である。それ以外の行事は無く、現在の景気の悪い状態が続く。,,
,,×,コンビニ（店長）,・来店客数、客単価をみると購買意欲の低下が感じられる。今後更に悪化するのではないかと懸念している。,,
"企業
動向
関連

(四国)",,◎,－,－,,
,,○,食料品製造業（商品統括）,・時給アップの方向性や、為替安定による利益確保、利益体質への対応がカギとなる。,,
,,○,パルプ・紙・紙加工品製造業（経営者）,・秋口から年末にかけて受注が活発になって、売上も増加する。,,
,,○,電気機械器具製造業（経理）,・若干の受注増を見込んだ販売微増と、製品構成の変化による利益面の改善を予測している。,,
,,○,輸送業（経営者）,・差別化が図られ、堅調に推移している。,,
,,○,通信業（営業担当）,・テレビＣＭの引き合いが少し増えている。,,
,,□,食料品製造業（経営者）,・一般消費者の所得は上がらず、デフレから脱却出来ず、食品の低価格競争が続いている。,,
,,□,繊維工業（経営者）,・先行き不透明で、景気が上向く確信は持てないが、省力化や効率化の見込める分野には投資をしていく。多少の波はあるだろうが、長期的にみて需要拡大は見込める。,,
,,□,電気機械器具製造業（経営者）,・工場の設備のメンテナンスや設備機器も製造しているが、こちらは様々な動きが出て活発化している。しかし、主力の再生エネルギー、特に太陽光発電設備は下降線をたどっている。,,
,,□,建設業（経理担当）,・民間工事は増加傾向であるが、競争が厳しい。景気は変わらない。,,
,,□,建設業（経営者）,・今後も基本的な状況は変わらない。,,
,,□,建設業（経営者）,・ここ数年、地元企業は国からの受注が難しくなっており、受注額、シェア共に大きく低下してきている。自治体の仕事で何とか帳尻を合わせている状況で、地元企業の苦戦が長期化している。せっかくの公共事業を受注出来ない仕組みは、地方創生・活性の為にも大きなマイナスである。,,
,,□,輸送業（営業）,・雨量が少ないことから、農作物の収穫に影響が及ぶと予想される。特に果物の産地において、加工用に回される物量が多くなると消費地向け出荷物量が減少し、取扱物量が減少し、当社は減収となる。,,
,,□,金融業（副支店長）,・設備資金の需要が伸びていない。幅広い業種で人材不足を訴える取引先が多く、設備投資を行ってハード面を充実させても人材などソフト面が整わないといった背景から、積極的な投資に踏み切れないとの声が聞こえる。,,
,,□,広告代理店（経営者）,・建築・設備関係の会社は順調で、企業広告等の受注があるが、年間広告出稿が比較的多い小売り、流通関係は依然として消費低迷の影響で広告費削減が続いている。,,
,,□,公認会計士,・将来に対する不安や円高等を気にする経営者が多く、設備投資に積極的な企業は少ない。,,
,,▲,鉄鋼業（総務部長）,・船舶の大型化が更に進み、我が社の生産能力を超える鋳鋼品が増加し、受注は今後も減少する見込み。,,
,,▲,輸送業（支店長）,・猛暑の反動が来る予感がする。円高の影響から輸出産業の物量が減少し、消費税増税の先送りによる駆け込み需要も無くなった。,,
,,×,一般機械器具製造業（経理担当）,・米国経済の成長鈍化、新興国経済の減速、原油価格動向、地政学上の問題など下振れリスクが高まっている。,,
"雇用
関連

(四国)",,◎,－,－,,
,,○,人材派遣会社（営業）,・10月から最低賃金が改定され、時給が20円以上上がると賃金ベースが上がり、生活水準も改善される。結果、少しは景気が良くなったと感じられる。,,
,,○,求人情報誌製作会社（従業員）,・異動時期となり、求人数の増加が見込まれる。,,
,,□,人材派遣会社（営業担当）,・求人倍率の水準は引き続き高めで推移すると思われるが、求人の業種に偏りがあるため、数字だけでは一概に判断しかねる。,,
,,□,職業安定所,・７月の有効求人倍率は1.30倍で、前月６月の1.28倍より0.02ポイントの上昇にとどまった。,,
,,□,職業安定所（職員）,・過去には人手不足感が強まれば、採用条件の底上げが起きたが、現在は無い。人手不足と求人条件に連動が見られない。,,
,,□,民間職業紹介機関（所長）,・空調設備関係などの一部の業種は、猛暑の影響もあり、当分は忙しさが続くようであるが、産業全体では好材料は見受けられない。,,
,,□,学校［大学］（就職担当）,・求人は順調であるが、企業側からは景気が良くなるとも悪くなるとも聞こえない。,,
,,▲,人材派遣会社（営業担当）,・派遣業に登録する求職者が激減しており、ミスマッチが目立つ。派遣料金を改定するなど、人員確保に苦労している。,,
,,▲,求人情報誌（営業）,・コア人材不足は引き続き継続していくことが予想される。,,
,,▲,新聞社［求人広告］（担当者）,・クライアント自体それほど活況とは思えない。,,
,,×,－,－,,
,,,,,,
　10．九州（地域別調査機関：（財）九州経済調査協会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(九州)",,◎,通信会社（企画担当）,・観光系や官公庁の顧客から、秋～冬に向けての事業や企画の相談が増えている。,,
,,◎,観光名所,・紅葉シーズンや旅行シーズンに入るので、団体やツアーの客が多くなる。旅行会社からの問い合わせも多かった。,,
,,○,商店街（代表者）,・店独自のサービスやイベントを打ち出すように心掛けているが、来客数は増えていない。,,
,,○,商店街（代表者）,・復興需要や九州ふっこう割等で観光業者にお金が回るようになり、秋口に涼しくなれば少しは商店街に客が戻ってくる。,,
,,○,商店街（代表者）,・企業の上期が終わり、様々な面で物や作り物が動く。,,
,,○,一般小売店［生花］（経営者）,・熊本地震の復興の初期段階は、元気づけるための花、慰めの花等いろんな需要があったがひと段落した。これから住居が落ち着いたり、気候が良くなると花の消費は増える。,,
,,○,コンビニ（エリア担当・店長）,・売上や客数は変わらないが、熊本地震の影響で閉店していた近くの大型スーパーマーケットが８月27日にオープンしたので従来よりも人の動きが増えた。当店への来客数は減るが、周りの活気が少しずつ回復していく。実際、週末は交通渋滞が起こるほどであったので、客が戻ってくるのを待っている。,,
,,○,乗用車販売店（販売担当）,・徐々に景気が上向いており、このまま推移していく。また、外国人の購入検討が間違いなく増えており、短～中期では国内の景気は右肩上がりを維持する。,,
,,○,乗用車販売店（総務担当）,・新型車発売が予定されている。来店客が増え、新車販売台数が伸びる。,,
,,○,その他専門店［コーヒー豆］（経営者）,・暑さが少しずつ和らいできたので今後２～３か月先は売上も良くなる。新規客が増えているのでその分売上が見込める。,,
,,○,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,・８月前半の売上は大きく減少したが、お盆明けから回復している。今後は、継続してやや良くなっていく。,,
,,○,その他小売の動向を把握できる者［土産卸売］（従業員）,・九州への台風接近が少なく被害もない。九州ふっこう割が９月に発売されるため、今後観光客が増え、売上の増加が見込める。,,
,,○,一般レストラン（経営者）,・予約数も回復し単価も上がってきているが、牛肉の高騰により原価は厳しくなっている。,,
,,○,観光ホテル（総務）,・良くなってほしいという期待がある。,,
,,○,旅行代理店（企画）,・業界の繁忙期に入る。,,
,,○,タクシー運転手,・国による補正予算が10月ごろ成立するので、その効果に期待する。,,
,,○,タクシー運転手,・タクシー需要は予想以上に堅調で、円高傾向にもかかわらず外国人利用客も増加している。スマホの普及で行き先を伝えやすいのも理由の一つである。当分この状況は続く。,,
,,○,競馬場（職員）,・オリンピックや高校野球も終わり、これまでどおりに戻ることを期待している。,,
,,○,美容室（店長）,・少しだが店の売上が上がってきた。,,
,,□,商店街（代表者）,・熊本地震後も商店街全体としての売上は変わらない。郊外店の閉鎖が続いていることも、商店街の売上が落ちない要因のひとつである。,,
,,□,商店街（代表者）,・商況が停滞して、悪い状況が続く。,,
,,□,商店街（代表者）,・良くなる材料も悪くなる材料も見当たらない。,,
,,□,商店街（代表者）,・客に新しいものを購入しようとする意思がない。物価が少しずつ上がるのに、年金から引かれるものが多くなり収入が減っていることが原因である。食品等を優先して購入している。,,
,,□,商店街（代表者）,・残暑も厳しい予想ではあるが、夏物商材の残りが少ない。気候が変わり涼しくならないと厳しい時期が続く。,,
,,□,一般小売店［青果］（店長）,・これから全国的に台風シーズンに入るのに加え、気温が高い状況が続く。野菜や果物は、今後３か月は同じような状況が続いていく。,,
,,□,一般小売店［鮮魚］（店員）,・大分涼しくなってきたが、とにかく魚がたくさん入荷しないことには、利益が出ない。気候が不順で大変である。,,
,,□,百貨店（営業担当）,・友の会への入会は、各種報道の影響でお得感が更に高まり、口数増の客が目立った。満期による購買も依然堅調である。自社クレジットへの入会は、プレミア効果もあり、お中元ギフトセンターや夏休み催事会場での募集が好調で、クレジット利用促進とポイント還元催事での来店や売上促進効果が期待できる。,,
,,□,百貨店（営業担当）,・為替も少し落ち着き、企業業績も耐えられるという記事も出始めている。今後の企業業績によるが、年末までは難しい状況である。ボーナス等の個人所得が潤わないと消費に回ってこない。９～11月までは今の状況を引きずるが、12月には明るくなるような政策が必要である。,,
,,□,百貨店（業務担当）,・客に新商品の入荷の連絡を入れても、反応がない。端境期はファッション商品がけん引していかなければならないが、その動きが極めて鈍い。,,
,,□,百貨店（マネージャー）,・インバウンド消費はここ数か月間平行線で、今後を見通せない。高額品や宝飾品等の動きも活発化しない状況である。,,
,,□,百貨店（経営企画担当）,・来客数は前年並みで推移しているものの、客単価の減少が継続している。先行き不安を背景に、消費者の購買力は依然として回復基調になっていない。,,
,,□,百貨店（店舗事業計画部）,・クリスマス商戦までの間は、気候に左右される不安定な時期に入る。百貨店を利用するきっかけになるプレゼント・贈答の歳時記がなく、大きな伸びは見込みにくい。,,
,,□,百貨店（売場担当）,・３～６月の売上は前年比94.1％、入店客数は同99.0％であった。７月の売上が同97.3％、入店客数同93.8％、８月の売上が同94.0％、入店客数が92.0％である。最近は、売上が入店客数よりも良いが、入店客数が少ないのは懸念材料である。衣料品の売上は相変わらず良くない。８月は、紳士服が同98.0％、婦人が同93.2％、子供服が同89.0％となっている。加えて、食品が同97.0％、ギフトが同98.0％、雑貨が同92.8％、家庭用品同87.0％と全般的に良いところはない。,,
,,□,百貨店（企画）,・９月も残暑が継続する見通しであり、低迷が続いている主力の秋物ファッション商材への期待が持てない。,,
,,□,スーパー（経営者）,・選挙も終わり、夏のボーナスも出て少し安定する。,,
,,□,スーパー（店長）,・熊本地震により閉鎖している２店舗の復旧がまだできていないので、今後２～３か月はこのような状況で推移する。,,
,,□,スーパー（店長）,・競合店の出店や改装があり競争が激化している。客の購買意欲が回復する状況は見受けられず、現状が続く。,,
,,□,スーパー（店長）,・食料品、身の回り品が好調に推移しており、この状況は２～３か月は続く。,,
,,□,スーパー（総務担当）,・前年比の売上がここ数か月伸び悩み気味で、今後もこの傾向が続く。,,
,,□,スーパー（経理担当）,・一度落ちた消費は、秋口にすぐ回復することはない。,,
,,□,スーパー（統括者）,・米国の利上げ動向や大統領が誰になるのかがまだ不明であり、決まったとしても、日本に与える影響が不透明である。,,
,,□,コンビニ（経営者）,・客の厳しい姿勢は続く。,,
,,□,衣料品専門店（店長）,・オリンピックも終わり、少し涼しくなってきたので、来客が増える。前年と同じような客数になる。,,
,,□,衣料品専門店（総務担当）,・高齢者が主な顧客であり、景気の好転は考えらない。,,
,,□,家電量販店（店員）,・失業率は低下しているが、成長要素が見られない。悪い要素も良い要素も見られないのでこのまま変わらない。,,
,,□,家電量販店（総務担当）,・市場は落ち着いてくるが、当社は、売上・客数共を慎重に予測し、品ぞろえを拡大している。,,
,,□,家電量販店（広報・IR担当）,・大きな環境の変化もなく落ち着いた状況が続く。,,
,,□,乗用車販売店（代表）,・変わらない。,,
,,□,住関連専門店（経営者）,・最近、店の売上は低迷している。今夏、九州北部は雨が少なく農作物に影響が出てくる。そのため、景気にも悪影響を及ぼす。,,
,,□,その他専門店［ガソリンスタンド］（統括）,・９～10月の連休に、九州観光周遊ドライブパスを利用して観光を予定している客がいる。当地への観光客も増加し、燃料油の販売量が増加することに期待したい。,,
,,□,その他専門店［書籍］（代表）,・年々酷くなる猛暑で、外出を控える傾向に拍車がかかっている。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,・インバウンドの売上単価の減少傾向に変化はないが、熊本地震の影響による客数減は回復基調にある。しかし、売上のトレンドは現状と大きく変わらない。,,
,,□,その他小売［ショッピングセンター］（広報担当）,・今後も高温傾向が続く見通しで、秋物の動きに期待できない。野菜果物類は、産地によって不作や天候被害があり、今後高騰する。,,
,,□,高級レストラン（専務）,・なかなか経済情勢が良くならず、先行きが全く見えない。景気が良くなるまで毎日頑張っている。,,
,,□,高級レストラン（支配人）,・予約状況を見る限り変わらない。,,
,,□,観光旅館組合（職員）,・秋口までは九州ふっこう割で比較的良いが、冬以降の集客が心配である。,,
,,□,都市型ホテル（販売担当）,・あまり大きな変動がみられないが、宿泊部門で台湾・中国の団体が増えている。空港に韓国からの定期便の就航が決定しているので、今後、集客が見込めそうである。,,
,,□,都市型ホテル（スタッフ）,・消費意欲を刺激する施策がない限り、景気が上向くことはない。,,
,,□,都市型ホテル（副支配人）,・８月の反動で９月は少し落ち着くが、10～12月は例年以上の予約状況である。,,
,,□,旅行代理店（従業員）,・九州ふっこう割は12月まで継続となり、今後も需要が見込まれる。しかし、10月以降の東京、京阪神方面への予約は前年同月比で100％を割っており、この方面への需要回復はしばらくかかる。,,
,,□,タクシー運転手,・熊本地震の影響で観光客等、人の動きが減っているが、秋にかけてゴルフ等が少しずつ増えており、昼夜共にタクシー利用が増えてくる。,,
,,□,タクシー運転手,・秋の予約が入ってくる時期だが、今年はなかなか予約が入って来ない。,,
,,□,通信会社（営業）,・電気通信事業は外部要因に左右される事も多い。９月から販売開始のスマートフォンとのシナジーに期待している。また、秋口より開始するキャンペーンに新たな施策を加え、景気の底上げに寄与する。,,
,,□,美容室（経営者）,・12月はイベントがあり忙しくなるが、熊本地震により、住まいや身の回りを整えないといけない人がまだたくさんいる。,,
,,□,理容室（経営者）,・涼しくなると来店の間隔が空くので、全体的に落ち込む。また、就職で県外に出てしまう人も多く、人口減少も大きな要因である。,,
,,□,その他サービスの動向を把握できる者［介護サービス］（管理担当）,・介護報酬のマイナス改定の影響は、コスト削減等の運営見直しで薄まってきているが、医療報酬改定に伴う医療機関の介護サービス新規展開により、損益は２極化する。,,
,,□,設計事務所（所長）,・２～３か月先に結果が出る仕事なので、現状からみて２～３か月先の景気は変わらない。,,
,,□,設計事務所（代表）,・良くなる材料が特にない。,,
,,□,住宅販売会社（従業員）,・業績の良い大企業は賃金が上がっているが、相変わらず近代化できていない業種は伸び悩んでいる。大企業の賃金上昇も消費に回っていない。企業における利益の再投資がされていないので景気は良くならない。,,
,,□,住宅販売会社（従業員）,・来客数の動きからして、この２～３か月間の景気は現状と変わらない。,,
,,▲,一般小売店［茶］（販売・事務）,・ここ数年、無駄な買物はしないという消費者の生活が一般化してきた。小売店は大変であるが、それに負けずに対処策を考えていかなくてはいけない。景気が向上しないと売上は年々厳しくなっていく。,,
,,▲,百貨店（総務担当）,・前年実施されたプレミアム付商品券の反動が予測され、前年実績の確保は厳しい。,,
,,▲,百貨店（営業担当）,・直近での販売動向が鈍化している。,,
,,▲,百貨店（販売促進担当）,・景気が良くなるという兆しは見えず、節約志向が続くため、主力商品である衣料品の苦戦が今後も続く。,,
,,▲,百貨店（営業統括）,・残暑厳しく、秋物の動きも例年以上に厳しくなる。,,
,,▲,スーパー（店長）,・販売量の動きが良くなる様子があまりない。夏の観光シーズンも熊本地震により悪かったので、当県の景気は良くなっていない。,,
,,▲,コンビニ（店長）,・暑い夏で売上は良かったが、通常の気温に戻るとやや下がる。,,
,,▲,衣料品専門店（店長）,・お盆前の売上に期待したが、連日の猛暑で客足が途絶えている。９月に入っても残暑が続くならば、景況は悪化する。,,
,,▲,家電量販店（店員）,・暖冬で物が売れなかった分、今年５～６月から反動増となった。また、８月は良かったので、今後反動減となる。気温にもよるが、トレンドから見ると11月ごろまでに１度落ち込みが来る。,,
,,▲,家電量販店（従業員）,・猛暑が終わり過ごしやすい季節に変わり、冷房器具の需要がなくなる。,,
,,▲,ドラッグストア（部長）,・秋になり季節要因がなくなる分、現在よりやや悪くなる。,,
,,▲,高級レストラン（経営者）,・涼しくなり個人や会社関係で食事に出てくると思うが、予約状況を見た限りでは動きが鈍い。３か月先も若干悪くなる。,,
,,▲,スナック（経営者）,・例年、６～８月のいずれかの月は大きく売上を伸ばすが、今年はそれが無かった。今年に入ってずっと前年割れが続いている。しかも、以前には無かった週末の極端な売上減が増えている。外食費を節約している。,,
,,▲,通信会社（営業担当）,・県内経済の起爆剤になるような材料が見当たらない。市町村長の交代による影響が出てくる可能性がある。,,
,,▲,ゴルフ場（従業員）,・夏休みということもあり、家族旅行の利用が多かった。９月中旬は、予約数が前年比１割減である。これから行楽シーズンなので巻き返していく必要があるが天候が不安材料である。,,
,,▲,競輪場（職員）,・売上減少に伴い収益減になる。,,
,,▲,美容室（経営者）,・年末が近くなってくると当業界も元気が出てくる。暑い夏よりも秋のファッションシーズンの方が景気回復に期待できる。,,
,,×,－,－,,
"企業
動向
関連

(九州)",,◎,化学工業（総務担当）,・下半期は需要期である。,,
,,◎,経営コンサルタント（代表取締役）,・熊本地震からの復興需要はあるが、やっと解体が始まった程度である。今後、建築関係を中心として裾野まで仕事が増え、他の業種の押し上げになる。,,
,,○,農林水産業（経営者）,・スーパーマーケットや居酒屋向けは、秋の行楽シーズンに入り需要が期待できる。冷凍食品メーカー向けの原料肉の納品は、年末需要の対応時期に入っていくので、引き合いが強くなる。今年の秋は原料の仕入れも安定しているので、工場の稼働に大きな不安要素はない。,,
,,○,農林水産業（従業者）,・関東や中部で台風が多いことが影響している。苗半作、苗八作と呼ばれる農業では、いかに環境の良い状態で定植できるかが重要である。しかし、定植ピークの時季に台風が多く、茨城・千葉の出だしが遅れ、九州産の野菜が価格も例年より高値で取引される可能性がある。,,
,,○,繊維工業（営業担当）,・工場の工賃は上がっていく。工場に限ると良くなっていく。,,
,,○,家具製造業（従業員）,・東京オリンピックまでのホテル物件や商業施設は2017～2019年にピークを迎え、確実に家具業界全体の需要を底上げする。しかし2020年以降のマイナスが恐ろしい。,,
,,○,窯業・土石製品製造業（経営者）,・秋口に向かい受注も良くなる。,,
,,○,金属製品製造業（事業統括）,・受注量は拡大しつつあり、これに伴い売上増の傾向にある。,,
,,○,電気機械器具製造業（経営者）,・12月までは受注量は変わらないが、慎重に仕事に取り組んでいけば良い方向に向かっていく。,,
,,○,電気機械器具製造業（取締役）,・優勝劣敗は経済の常であり、元気のいい取引先との付き合いで特にそう感じる。,,
,,○,建設業（社員）,・県工事は一般競争入札は０本だが、市役所の工事が２本発注された。落札の偏りがなければ、ある程度の業者も受注できる。,,
,,○,金融業（従業員）,・熊本地震の復旧工事で公共工事が持ち直している。各種支援策の効果で観光収入も持ち直してきている。また、新規求人数が増加し続けている等、労働需給は改善してきている。,,
,,○,金融業（営業）,・国内設備投資の話はあるが、補助金の関係で年末ぐらいから活発化する。欧州政治や米利上げなどが一段落すると、先送りしてきた投資も再開される可能性がある。,,
,,○,金融業（調査担当）,・熊本地震の復興需要が本格化する。,,
,,○,不動産業（従業員）,・オフィスビルの空室が減少しており、賃料相場も安定して推移している。,,
,,○,経営コンサルタント（社員）,・商品の回転が以前より早くなっている。,,
,,□,農林水産業（営業）,・国外の要因が大きく状況が変わらないと良くならない。,,
,,□,出版・印刷・同関連産業（営業担当）,・現時点で大きなイベント的がなく、通常の業務内での購入なのであまり動きがない。,,
,,□,鉄鋼業（経営者）,・建築を中心に新規の物件は多くあり、多くのゼネコンは人手が足りず選別受注を行っている。そのため、物件の数に比例して受注量や販売量が増えるという状態になっていない。今後も同様の状態が続く。,,
,,□,一般機械器具製造業（経営者）,・良くなる要素が全くない。円高が続いているため、輸出を主体としているユーザーは動きが取れない、動いても採算が合わないと聞く。国内の外注に対して、これ以上コストダウンを要求することもできず、我々も対策が見つからない。,,
,,□,一般機械器具製造業（経営者）,・見積や引き合いとも以前と変わり無いので、この先の景気もあまり変化はない。,,
,,□,精密機械器具製造業（従業員）,・増産や減産の見通しがつかない状況である。,,
,,□,輸送業（従業員）,・メーカー側の出荷数は前年比で減少しているものの、売上は伸びているようである。取扱トン数で判断すると、前年並み、もしくは前年より悪い状況が続いており、今後の期待は持てない。,,
,,□,輸送業（総務担当）,・デフレ傾向がいまだ続いており、都心部で聞かれる景気上昇の波は全く地方に波及していない。最低賃金の上昇等、人件費のみ高騰してきており、経営を圧迫しつつある。景気感としては「変わらない」状況が続く。,,
,,□,通信業（職員）,・折衝中の案件数、受注見込み額等で予測できる範囲では、現状から大きく変化する要素は見当たらない。,,
,,□,通信業（経理担当）,・国内での景気刺激策が有効に打ち出されれば受注案件につながるが、今のところ、現状維持が精一杯である。,,
,,□,金融業（従業員）,・良くなる要因も悪くなる要因も見当たらない。,,
,,□,金融業（営業担当）,・不動産及び建築費の高騰は今後も続き、当面、資金の大きな動きは期待できない。,,
,,□,新聞社（広告）（担当者）,・九州ふっこう割の第２弾販売に伴い、観光施設や自治体のＰＲ、旅行商品の出稿数の回復が期待される。,,
,,□,広告代理店（従業員）,・８月の新聞折込枚数は、前年同月比93％と低迷を続けている。熊本地震以降、九州ふっこう割により観光面はなんとか以前の状態に戻りつつあるが、折込チラシのメイン業種である流通や小売り、通販、不動産等の消費活動は活発にならない。為替も円高基調が続き、企業の業績が低下する懸念がある。給与の増額は望めない等、個人を取り巻く環境は良くない。消費意欲が戻らないことから、しばらく様子見の状態が続く。,,
,,□,経営コンサルタント,・ダイレクトメールを送っても全く反応がないので、今後も同様の状況が続く。,,
,,□,経営コンサルタント（代表取締役）,・問い合わせや受注件数に大きな変化がない。,,
,,▲,その他製造業（産業廃物処理業）,・今のところ相場回復の兆しもみえず、どこのメーカーからも生産量の増加の話を聞かない。,,
,,▲,建設業（従業員）,・見積案件も少なく、受注件数も少ないので景気は少し悪くなる。,,
,,▲,その他サービス業［物品リース］（支社長）,・取引先の設備投資背景は、業績向上よりもコスト削減の意味合いが強い。低金利なので、リース会社との競争だけでなく銀行借入とも比較される。リース以外の新機軸確立が急がれる。,,
,,×,その他サービス業［設計事務所］（代表取締役）,・地方創生の予算は、国や県の採択基準が厳しいことや、補助率50％の事業が多いことから、今後も市町村の調査や計画等の新たな業務の発注が見込めない。,,
"雇用
関連

(九州)",,◎,－,－,,
,,○,新聞社［求人広告］（担当者）,・来春の大学生の就職状況が出ている。ここ数年、職場で研修しているインターンシップ生の内定状況も良く、ほぼ希望する企業からの内定をもらっている。中小も含め売手市場のようだ。,,
,,○,職業安定所（職員）,・熊本地震の影響も落ち着きつつあり、求人の増加傾向と求職の減少傾向が顕著になってきている。人手不足感が強くなってきているので、事業活動への影響がある。,,
,,□,人材派遣会社（社員）,・企業担当者に状況確認したところ、増員を考えている企業はない。季節的に必要な時は依頼するが、長期での派遣利用を考えている企業は少ない。,,
,,□,人材派遣会社（社員）,・企業から相談される求人内容は、ＣＡＤや通訳、翻訳等の専門的な職種で、遠方地である場合が非常に多く、人選に苦戦している。直接的な売上に結び付く要因が少ない。,,
,,□,求人情報誌製作会社（編集者）,・求人業界大手の競争がますますし烈になっている。特に、今後３か月間は年末商戦に向けて求人も増えるので、価格競争も加わり競争が加熱する。,,
,,□,新聞社［求人広告］（担当者）,・熊本地震からの復興には長い時間が必要であり、一気に景気が上向くことはない。,,
,,□,職業安定所（所長）,・求職者が減り、新規求人が増える傾向は当面変わらない。,,
,,□,職業安定所（職員）,・地域の雇用に影響のある製造業のうち、特に食品製造業では、引き続き求人数は増加傾向で推移している。主要産業は人手不足業種を中心に採用意欲が高い。,,
,,□,職業安定所（職業紹介）,・一部には弱さも見られるが、全体的には有効求人倍率が今後も高い水準で推移する。新規高卒求人も増加している。,,
,,□,民間職業紹介機関（支店長）,・求人数の伸びが非常に鈍い。,,
,,□,学校［専門学校］（就職担当）,・円高基調が影響している。,,
,,□,学校［大学］（就職支援業務）,・各企業は順調に採用活動を行っており、採用活動も落ち着きを見せているが、一部企業においては、人材の確保に苦慮している。,,
,,▲,人材派遣会社（社員）,・求職者数の増加見込みが立たない。また、10月より社会保険の加入要件が変わり、時短勤務希望者の大幅減少が見込まれる。,,
,,×,－,－,,
,,,,,,
　11．沖縄（地域別調査機関：一般財団法人南西地域産業活性化センター）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(沖縄)",,◎,－,－,,
,,○,百貨店（店舗企画）,・入域観光客の好調から、県経済へのカンフル剤となり、街全体に活気が感じられる。免税売上も、鈍化はしても、まだまだ伸びしろは大きいとみている。,,
,,○,コンビニ（経営者）,・スポーツ大会やイベント等があり、客単価及び来客数の増加が予想される。,,
,,○,ゴルフ場（経営者）,・客単価をそんなに下げなくても、ここ３か月位人数は増えている。９～12月の今後について、従来よりは利用人数は増加するものとみている。,,
,,○,住宅販売会社（営業担当）,・土地価格高騰前に土地購入含めての建築相談が、今後増えるとみている。,,
,,□,一般小売店［菓子］,・特に良くなるソースが無い。,,
