,,□,建設業（経営者）,受注量や販売量の動き,・売上の増加を期待していたが、問合せや受注状況に変化はない。,
,,□,金融業（副支店長）,取引先の様子,・新型コロナウイルスの感染拡大も落ち着き、経済活動の再開が予想されるが、取引先の受注状況に変化はないため、現状と大きくは変わらない。,
,,□,金融業（営業担当）,受注価格や販売価格の動き,・価格の上昇により、今後の予定が立てられない状況である。,
,,□,金融業［投資運用業］（代表）,それ以外,・長期的にみれば円安は悪くはないが、余りに急過ぎて物価の上昇に拍車が掛かり、消費に悪影響が出ている。せめて日本銀行は利上げを行うべきだと感じる。,
,,□,広告代理店（営業担当）,受注量や販売量の動き,・交通関連の広告は、新型コロナウイルスの感染第７波が長引いた影響で回復していない。,
,,□,その他サービス業［店舗開発］（従業員）,受注量や販売量の動き,・猛暑が収まり、過ごしやすくなったせいか、各駅では日中の人流が増えていると感じる。時間帯別の売上をみても、13時から17時の売上が８月と比べて大きく伸びている。,
,,□,その他非製造業［機械器具卸］（経営者）,受注価格や販売価格の動き,・新型コロナウイルスの感染拡大による影響が続いている。新規感染者数は減少しているものの、以前の状態には戻ってない。,
,,□,その他非製造業［商社］（営業担当）,受注量や販売量の動き,・これから値上げ交渉を行うため、その影響がどう出るのかは不透明である。,
,,▲,食料品製造業（従業員）,受注価格や販売価格の動き,・原材料価格、資材価格が高騰しているが、価格の安い特売品しか売れていない。,
,,▲,繊維工業（総務担当）,受注価格や販売価格の動き,・商品価格に原材料、加工代の上昇分を転嫁しにくい状態が続いている。出張費などの経費も上がっている一方、それを補う売上や利益の確保ができていない。売上が前年比で15％減少と厳しい。,
,,▲,窯業・土石製品製造業（管理担当）,それ以外,・当社のようなガラスびんを造る中小メーカーでは、電気やガスなどの燃料費の増減が最終利益に影響するため、昨今の急激な円安による打撃が避けられない。先日、日本銀行が円買い介入を実施したが、抜本的な解決策にはならない。日本銀行が金融緩和策を続ける以上、各国との金利差等により円安傾向は続くと予想される。当社にとって燃料費の負担は大きいため、最終利益に悪い影響が出る。,
,,▲,一般機械器具製造業（設計担当）,それ以外,・物価の上昇で購買意欲が下がってきている。,
,,▲,その他製造業［履物］（団体職員）,受注量や販売量の動き,・内需関連の産業であるため、円安が続く限り状況が好転することはない。,
,,▲,建設業（経営者）,受注量や販売量の動き,・円安や物価の上昇に伴い、一般客の消費マインドが低下していると感じる。,
,,▲,輸送業（営業担当）,取引先の様子,・円安の影響で、海外からの入荷のコストが高くなっている。,
,,▲,経営コンサルタント,それ以外,・新型コロナウイルス感染症の影響や物価の上昇、ウクライナ危機、エネルギー価格の高騰など、良い材料がない。,
,,×,不動産業（営業担当）,取引先の様子,・新型コロナウイルス感染症の影響は落ち着いてきたが、まだ店舗の需要は少なく、なかなか空室が埋まることはない。,
,,×,その他非製造業［電気業］（営業担当）,受注量や販売量の動き,・物価の上昇により、経済がかなり圧迫されている。,
"雇用
関連

(近畿)",,◎,人材派遣会社（支店長）,求人数の動き,・求人数は多く、売手市場となっている。,
,,◎,人材派遣会社（営業担当）,求職者数の動き,・求職者の動きが早く、話が進んでいても他社の案件で決まるなど、辞退率が上がっている。,
,,○,人材派遣会社（管理担当）,求人数の動き,・新型コロナウイルスの感染状況も落ち着き、訪日外国人観光客の受入れも徐々に緩和されつつある。それに伴い、求人数も増加している。,
,,○,人材派遣会社（営業担当）,求職者数の動き,・求人件数は増加傾向にある。転職活動に対する様子見の姿勢から、積極的に活動する動きへと変化がみられる。,
,,○,人材派遣会社（営業担当）,求人数の動き,・求職者が仕事を選べる状況は変わらない。今後も求人の増加が加速する一方、給与が据置きとなっている既存の派遣スタッフも多い。,
,,○,職業安定所（職員）,周辺企業の様子,・周辺企業の様子から、ほぼ以前の状態に戻ったという意見が多い。,
,,○,職業安定所（職員）,求人数の動き,・８月の新規求人数は、前年比で17％増えている。特に、宿泊・飲食、医療・福祉の伸びが大きい。,
,,□,人材派遣会社（経営者）,求人数の動き,・上半期が終わりつつあるが、コロナ禍がそれほど経済活動に影響しなくなっており、全ての業種で動きが活発になってきている。この動きが定着するかどうかを見極めているところである。10月から下半期に入り、年末に向けての慌ただしさが久しぶりに戻ってきたと感じるが、この動きが本物かどうか、もう少し注文件数や契約期間の長さをみなければ分からない。,
,,□,新聞社［求人広告］（管理担当）,求人数の動き,・新聞求人は縮小均衡の状態が続いており、求人数に大きな動きは見られない。新型コロナウイルスの感染第７波はピークを過ぎた感はあるが、円安やインフレ、ウクライナ問題といった景気を左右する要因に好転の見通しは立っていない。大企業が円安の恩恵を受けている一方、関西にはその下請の中小企業が多いが、円安の恩恵は及んでいない。,
,,□,新聞社［求人広告］（担当者）,それ以外,・関西の新聞求人の推移をみると、特に３か月前と変わらない。ただし、前年比ではマイナスとなっており、なかなか景気の回復が実感できない。,
,,□,職業安定所（職員）,求人数の動き,・全体の求人数は、前月比での落ち込みが一巡し、前年比でも増加となった。インターネットやＦＡＸでの求人の申込みも増えている。産業別では、鉄鋼業からの求人の増加が目立っており、全体としては製造業と小売業、運輸業で増えている。一方、新型コロナウイルスの感染拡大に伴い、飲食サービス業からの求人は減っている。,
,,□,民間職業紹介機関（営業担当）,求人数の動き,・状況は変わらず、年末に向けて求人数は徐々に増えているが、求職者数が増えているわけではなく、マッチングに苦戦している。,
,,□,民間職業紹介機関（営業担当）,求職者数の動き,・新卒の求職者に関しては、９月中は大学の夏季休暇で動きが見えにくくなる。３回生は夏のインターンシップに例年よりも積極的に参加している一方、４回生は10月の内定式を前に、まだ一部の学生は就職先を迷っているが、危機感を持って動いているわけではない。大部分が既に内定を得ているという傾向は、例年よりも強いと感じる。,
,,□,民間職業紹介機関（支社長）,求人数の動き,・国内外の社会情勢をみるとネガティブな要素が色濃くなっているが、引き続き求人需要は右肩上がりとなっている。,
,,□,その他雇用の動向を把握できる者,求人数の動き,・求人は製造業を中心に堅調に推移しているが、求人の理由は従業員の高齢化による、若年層や中年層などの後継者人材の採用である。事業の継続や、深刻な人手不足の解消のためといった苦しい声も多い。まだ労働市場が活発化しているとはいえず、求職者の動きが鈍い状況が続いている。,
,,▲,人材派遣会社（役員）,求人数の動き,・求人数の伸びが鈍ってきている。,
,,▲,新聞社［求人広告］（営業担当）,それ以外,・ふだんの生活や仕事においても、円安の影響がどんどん広がっていると感じる。,
,,▲,学校［大学］（就職担当）,求職者数の動き,・現在の社会情勢から、就職活動を諦めたような学生が増えてきている。自ら動かない学生が多いと感じる。,
,,▲,学校［大学］（就職担当）,周辺企業の様子,・コロナ禍でクラスターが発生した医療関係施設では、集客が困難となって廃業するケースも出ており、医療系の大学では実習先の新たな開拓が始まっている。雇用については、人手不足が続いている地域もあるが、医療職に就きたい生徒は減っていないため、入学の希望者は増えている。,
,,×,－,－,－,
,,,,,,
　９．中国（地域別調査機関：公益財団法人中国地域創造研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(中国)",,◎,コンビニ（エリア担当）,来客数の動き,・９月の中旬から、近くの競合店が改装で店を閉めているため、来客数や売上が増加している。,
,,◎,都市型ホテル（総支配人）,単価の動き,・新型コロナウイルスの新規感染者数や新型コロナウイルス感染症に関するネガティブなニュースが減少していることで、来客数が戻り始めている。更に、県民割の復活で、来客数の増加に拍車が掛かっている。,
,,○,一般小売店［眼鏡］（経営者）,単価の動き,・製造コストの上昇による商品値上げはあるが、客に買い控えの傾向はない。,
,,○,一般小売店［茶］（経営者）,来客数の動き,・相変わらず、売上が前年を下回っている。人出は少しずつ回復しているが、金を使っている様子がない。,
,,○,百貨店（営業担当）,単価の動き,・来客数の増加以上に客単価が上昇傾向にある。品ぞろえの影響も考えられるが、気に入った商品であれば、多少値が張っても購入する客が増えている。,
,,○,百貨店（営業担当）,販売量の動き,・月の上旬、中旬は、台風の影響があり、厳しかったが、後半になり、気温が下がり、外出用の衣料品の購入などがあったため、来客数や売上が上向いている。,
,,○,百貨店（売場担当）,お客様の様子,・比較的密になる可能性の高い食品物産展で、予想以上の来客数があり、売上も好調に推移している。また、ミセス向けの婦人服も好調に推移しており、人の動きが活発化してきたことがうかがえる。,
,,○,コンビニ（エリア担当）,お客様の様子,・10月からのたばこや食品等の値上げ前の駆け込み需要もあり、客の動きが良くなっている。,
,,○,コンビニ（副地域ブロック長）,来客数の動き,・全国的に人の往来が増えてきて、来客数も回復している。今後、インバウンドが復活し、全国旅行支援などが新たに開始されると、来客数の増加の追い風になる。,
,,○,家電量販店（販売担当）,販売量の動き,・客単価が上昇している。,
,,○,乗用車販売店（統括）,販売量の動き,・９月の販売量は前年比125％と良くなっている。,
,,○,乗用車販売店（営業担当）,単価の動き,・市場相場が例年より高く、単価が上昇傾向にある。,
,,○,その他専門店［和菓子］（経営者）,来客数の動き,・新型コロナウイルス感染症の影響が弱まってきている。,
,,○,その他小売［ショッピングセンター］（支配人）,来客数の動き,・新型コロナウイルスの新規感染者数の増加が続き、過去最高を更新したが、まん延防止等重点措置の適用や緊急事態宣言の発出はなく、客の意識が自粛からウィズコロナに移ってきている。,
,,○,高級レストラン（事業戦略担当）,来客数の動き,・景気は良くなっているが、９月の連休に台風が発生しなかったら、更に良かった。,
,,○,観光型ホテル（営業担当）,来客数の動き,・県民割の駆け込み需要に伴い、景気は３か月前と比べ、やや良くなっている。,
,,○,都市型ホテル（総支配人）,来客数の動き,・新型コロナウイルスの新規感染者数が一旦減少傾向となったこともあり、首都圏からの宿泊者が増加している。また、３連休に訪れた観光客が底上げにも大きく貢献している。,
,,○,タクシー運転手,お客様の様子,・新型コロナウイルスの新規感染者数が減少しつつあり、気候も良くなっていることから、観光等の予約も増加しつつある。,
,,○,タクシー運転手,来客数の動き,・夕方までは良くなっているが、夜の乗客は、依然として、昔と比べると、２～３割減少している。,
,,○,タクシー運転手,販売量の動き,・会社の設定した目標に近い売上となっている。,
,,○,通信会社（工事担当）,お客様の様子,・新型コロナウイルスの新規感染者数が減少しているため、景気はやや良くなっている。,
,,○,ゴルフ場（営業担当）,来客数の動き,・新型コロナウイルスの感染状況が少し落ち着いたこともあり、コンペの予約が少しずつ動き出している。また、インバウンドの予約も少しずつ入っており、状況は上向きになっている。,
,,○,美容室（経営者）,お客様の様子,・新型コロナウイルスの感染状況が落ち着いてきたため、外出者が増加し、街の人出も多くなっている。,
,,□,商店街（代表者）,来客数の動き,・気候変化のためか、新型コロナウイルス感染症の影響か分からないが、人通りが少なく、高齢者の来客数が減少している。,
,,□,商店街（代表者）,お客様の様子,・新型コロナウイルスの新規感染者数が減少傾向にあるが、景気に変化はない。,
,,□,商店街（代表者）,来客数の動き,・新型コロナウイルス感染症の影響が弱まり、人出が増えているが、来客数は増加していない。,
,,□,一般小売店［洋裁附属品］（経営者）,お客様の様子,・新型コロナウイルスの感染状況が落ち着き、人出が増えてきたが、売上にはつながっていない。,
,,□,百貨店（経理担当）,販売量の動き,・観光部門は見込んでいたほどではなかったが、前年を大幅に上回っている。衣料部門は前年並み、家庭用品は低調で、全体では前年をやや上回る見込みである。,
,,□,百貨店（営業担当）,販売量の動き,・月初めから決して良い状況ではなかったが、台風の影響で売上が更に悪化している。,
,,□,百貨店（売場担当）,販売量の動き,・数百万円の美術品やラグジュアリーなバッグなどが売れている。,
,,□,百貨店（外商担当）,販売量の動き,・前年の同時期と比べると、売上は急伸しているが、新型コロナウイルス感染症発生前の水準には全く戻っていない。特に主要客である年配層の来客数や売上が戻っていない。,
,,□,スーパー（店長）,販売量の動き,・新型コロナウイルス感染症の影響は縮小傾向にあるが、食料品の値上げの影響が大きく、客が割引催事へ集中する傾向が強い。また、１品単価上昇の影響で、買上点数が伸長していない。平日と週末の差が大きく、客の来店頻度が低くなり、まとめ買いの傾向が強くなっている。景気に上向き傾向はなく、停滞感が強い。,
,,□,スーパー（店長）,来客数の動き,・ここ３か月、来客数が微減となっている。ただし、今月は、台風の影響で１日休んだものの、商品の値上げラッシュによる駆け込み需要もあり、来客数は３か月前と変わらない。,
,,□,スーパー（店長）,お客様の様子,・客が、今まで以上に、特売商品など目玉商品を購入するようになっている。,
,,□,スーパー（店長）,単価の動き,・客単価が前年比99.9％で推移している。商品の値上げが続き、客が無駄な買物をしない傾向にある。,
,,□,スーパー（店長）,販売量の動き,・10月からの値上げ前の駆け込み需要もあるのか、今月に入り、販売が上向き、前年並みとなっている。,
,,□,スーパー（総務担当）,単価の動き,・来客数や買上点数は低迷しているが、客単価は下がっていない。,
,,□,衣料品専門店（経営者）,お客様の様子,・今月開催した展示会では、来客数が多く、結構高い帯締めや帯揚げが売れている。,
,,□,衣料品専門店（経営者）,それ以外,・円安が進み、株価も下落するなど景気は良くなっていない。,
,,□,衣料品専門店（代表）,来客数の動き,・新型コロナウイルス感染症発生以降、出掛けないことが普通になり、客の購買意欲の低下が続いている。,
,,□,家電量販店（店長）,お客様の様子,・新型コロナウイルス感染症の影響で、客の消費意欲が低下している。,
,,□,家電量販店（企画担当）,来客数の動き,・来客数が前年の９割以下となっており、売上も減少している。,
,,□,乗用車販売店（営業担当）,来客数の動き,・客の新型車への注目度が高くなっている。,
,,□,その他専門店［土産物］（経営者）,来客数の動き,・料飲部門は原材料の価格高騰で値上げせざるを得ず、それに伴い、来客数は足踏み状態である。１割以上にも及ぶ光熱費の上昇をどうやって賄うかとても懸念している。,
,,□,その他専門店［時計］（経営者）,来客数の動き,・当店では、毎年、９月は売上が減少するが、前年と比べて落ち込みが激しい。電気料金の上昇や食品等の価格高騰で、客が先行きに不安を感じており、消費が伸びない。,
,,□,その他小売［ショッピングセンター］（管理担当）,お客様の様子,・県内の新型コロナウイルスの新規感染者数は少しずつ減少しているが、客自体の様子や購買動向は大きくは変わっていない。月中に台風が来て休館としたことで、館内の売上も伸び悩んでいる。土日は天候が良ければ一定の来客数があるが、買上点数は少なく、目的買いが多い。,
,,□,一般レストラン（経営者）,単価の動き,・月初めから毎週、台風が発生したため、来客数の大幅な減少を心配したが、新型コロナウイルスの新規感染者数の減少もあり、来客数は思ったほど落ち込んでいない。９月に値上げに踏み切ったが、輸入商材の値上がりや品薄をカバーするため、国産素材のメニューのウエイトを高めることで、客単価を上げ、売上を確保している。,
,,□,都市型ホテル（企画担当）,来客数の動き,・新型コロナウイルスの新規感染者数が急増する前のように、市内駅周辺の商業施設ににぎわいが出ており、個人の消費マインドは活発になっている。特に、高額商品などを扱う展示会などがホテルで開催されることが増えてきている。一方で、多人数の食事会や宴会は企業の方針により自粛されている傾向があり、インバウンドを含め団体需要の回復はまだ先になりそうである。,
,,□,旅行代理店（経営者）,お客様の様子,・旅行に行きたい客はたくさんいるが、新型コロナウイルス感染症でちゅうちょするため、成約にはつながっていない。,
,,□,旅行代理店（支店長）,販売量の動き,・９月の連休は、新型コロナウイルス感染症や台風の影響で、キャンセルが多く発生し、取扱額が前年比60％となっている。,
,,□,通信会社（企画担当）,お客様の様子,・原価やコストの変化に関係なく、売価設定やキャンペーン特典を提供できているため、客からの引き合いも変化なく推移している。,
,,□,通信会社（営業担当）,お客様の様子,・全般的に客の消費意欲が悪化する傾向は見受けられず、下げ止まっているが、好転の兆しもない。,
,,□,通信会社（経理担当）,お客様の様子,・景気に特に変化はない。,
,,□,設計事務所（経営者）,来客数の動き,・新築住宅の引き合いが低迷した状況が続いている。以前から続く建築物価の高騰に加え、生活必需品の物価が上昇し続けていることから、落ち着くまで引き合いは戻らない。,
,,□,設計事務所（経営者）,お客様の様子,・木材等の材料の輸入の見通しが立たず、国産材にシフトする状況となり、木材価格が上昇している。このため、建築費全体が上昇し、工事契約が先延ばしとなるケースが出ている。,
,,□,住宅販売会社（従業員）,お客様の様子,・イベント等の集客は少しずつ良くなってきているが、成約が増加するほどではない。,
,,□,住宅販売会社（営業所長）,来客数の動き,・情報入手件数が激減している。今は住まいづくりを進めるメリットが希薄な状態である。物価高が継続し、家計を圧迫しているため、消費マインドの低下が懸念される。,
,,▲,商店街（理事）,来客数の動き,・新型コロナウイルス感染症や値上げラッシュの影響で、人々に生活に対する不安があり、消費が低迷している。,
,,▲,商店街（代表者）,単価の動き,・新型コロナウイルス感染症の影響で、来店する客がほどんどいない。来店しても、ほとんどが商品の購入につながっていない。,
,,▲,商店街（代表者）,来客数の動き,・景気は回復傾向にあるが、新型コロナウイルス感染症発生前の状況には戻っていない。空気感が変わらなければ、景気はなかなか元には戻らない。,
,,▲,一般小売店［食品］（経営者）,来客数の動き,・旗艦店舗の来客数も全社の来客数も前年比97％台で苦戦が続いている。値上げラッシュで客単価が上がっているため、客は買物頻度を低くして節約に走っている。,
,,▲,一般小売店［印章］（経営者）,来客数の動き,・材料費が高騰し、来客数も減少するなど厳しい状況である。,
,,▲,スーパー（店長）,販売量の動き,・商品の値上げにより、販売数量が減少している。,
,,▲,スーパー（販売担当）,販売量の動き,・売上の多い敬老の日を含めた３連休が、値上げや台風の影響もあり、買上点数や買上単価が下がり、不発に終わっている。客の節約意識は相変わらず強い。,
,,▲,スーパー（財務担当）,販売量の動き,・新型コロナウイルスの新規感染者数が高止まり傾向にあるものの、外出制限等がない状況が続いているため、内食需要の減少と、販売価格上昇による買い控えにより、買上点数が減少し、売上は既存店で前年割れとなっている。,
,,▲,スーパー（業務開発担当）,販売量の動き,・電気料金の上昇や食品の相次ぐ値上げで、家計が圧迫されている。平均単価が上がったため、販売点数が減少している。また、客の来店頻度も低くなるなど景気は悪化している。,
,,▲,スーパー（販売担当）,販売量の動き,・商品の値上げが続く状況で、客の買上単価は変わらないが、買上点数は減少している。来客数は人口減少や高齢化の影響もあり、減少に歯止めが掛からない。,
,,▲,乗用車販売店（営業担当）,単価の動き,・新型車が目当ての来客数が多少増加しているが、メンテナンスで訪れた客の部品交換の単価が上昇していない。,
,,▲,自動車備品販売店（経営者）,販売量の動き,・今年２回目の値上げを実施したが、元々単価が高く、購入を我慢できる商品を扱っているため、客に買い控えが起こっている可能性がある。,
,,▲,その他専門店［布地］（経営者）,それ以外,・新型コロナウイルス感染症の影響がピーク時より弱まっているが、依然として、高齢者がほとんど街に出られない状況である。,
,,▲,一般レストラン（店長）,来客数の動き,・３か月前と比べて常連客の来店頻度が低くなっている。新型コロナウイルス感染症の影響で外食を控えている人以外に、物価の上昇で来店頻度を低くしている人もいるようである。,
,,▲,観光型ホテル（副支配人）,販売量の動き,・３か月前は宿泊の予約の際に県民割の利用があり、恩恵を受けていたが、９月は、中旬まで県民割が中断していたことや、10月から全国旅行支援が始まることなどから、客が予約を控えている。,
,,▲,都市型ホテル（企画担当）,来客数の動き,・新型コロナウイルス感染症の影響が続き、県民割の再開が９月中旬となったことから、来客数が落ち込み、景気はやや悪くなっている。,
,,▲,放送通信サービス（総務経理担当）,お客様の様子,・新型コロナウイルス感染症の影響なのか、光熱費を含む物価の高騰が家計を圧迫したからなのかは分からないが、客の延滞解消率が低下傾向にある。,
,,▲,テーマパーク（管理担当）,お客様の様子,・物価上昇対策が実施されていないため、景気はやや悪くなっている。,
,,▲,競艇場（企画営業担当）,販売量の動き,・３か月前と比べ、電話投票の売上が若干減少している。,
,,▲,設計事務所（経営者）,販売量の動き,・仕入資材の価格高騰による販売単価の上昇を受け、客の意思決定が鈍くなっている。リノベーション案件については、販売価格が抑えられ、問合せの件数が上向き傾向にあるが、売上総額の伸びは鈍い。,
,,▲,住宅販売会社（営業担当）,お客様の様子,・物価高騰の影響で、高額商品等に買い控えの雰囲気がある。,
,,×,コンビニ（エリア担当）,販売量の動き,・販売量が減少している状況で、10月からも多くの商品の値上げが予定されている。,
,,×,家電量販店（店長）,販売量の動き,・物価の上昇で、消費者の財布のひもが固くなっていることもあり、テレビ、冷蔵庫、洗濯機、ＰＣなどの売上が激減している。,
,,×,一般レストラン（経営者）,来客数の動き,・円安が進み、多くの物が値上がりしており、来客数が極端に減少している。,
,,×,バー（経営者）,来客数の動き,・新型コロナウイルス感染症の影響で、景気は悪くなっている。,
,,×,通信会社（広報担当）,お客様の様子,・値上がりもあり、客の購買意欲は低下している。,
,,×,美容室（経営者）,来客数の動き,・客がおしゃれをして外出する機会が減少しているため、来店間隔が長くなっている。,
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・８～９月と自動車メーカーが好調であるため、景気は良くなっている。,
,,○,化学工業（総務担当）,それ以外,・物価の上昇など様々なマイナス要因はあるが、全般的に景気は多少良くなってきている。,
,,○,輸送業,受注価格や販売価格の動き,・受注が増加している。,
,,○,金融業（融資企画担当）,取引先の様子,・地元完成車メーカーの国内生産が増加しており、生産能力の５～６割に落ちていた生産が８割程度まで回復している。このため、系列の地元部品メーカーの受注も増加傾向にあり、工場の操業度は８割程度で推移し、ほとんどのメーカーで黒字を確保できる生産水準まで回復してきている。,
,,○,不動産業（総務担当）,それ以外,・来客数や成約件数が増加している。,
,,□,農林水産業（従業員）,受注量や販売量の動き,・物価高の影響で魚価も高い物が多いが、末端の販売価格がついてきておらず、動きが鈍い。,
,,□,食料品製造業（総務担当）,受注価格や販売価格の動き,・原料の調達が厳しい状況が続いており、10月からは商品の値上げをすることになっている。,
,,□,繊維工業（財務担当）,受注価格や販売価格の動き,・需要はあるが、原材料や燃料などの価格の高騰が続いている。,
,,□,窯業・土石製品製造業（総務経理担当）,受注量や販売量の動き,・鉄鋼向け大型案件の納期最終盤で、納期確保のため時間外労働も非常に多くなっている。,
,,□,鉄鋼業（総務担当）,受注量や販売量の動き,・足元の荷動きは停滞している。,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・生産能力以上の受注量があり、フル稼働で対応している。人手不足もあって、納期対応のため超過勤務を行っている。,
,,□,電気機械器具製造業（総務担当）,受注量や販売量の動き,・５Ｇ関連や半導体向けの基板は好調に推移しているが、部材の調達難により生産が影響を受けている。また、車載関係は取引先の生産調整が影響し、売上が減少している。ただし、円安が海外の販売実績に好影響を与えていることで、売上は総じて横ばいで推移している。,
,,□,建設業（総務担当）,受注価格や販売価格の動き,・一部では納期の改善や価格の上げ止まりがあるものの、引き続き、資機材の価格上昇が続いている。,
,,□,輸送業（業務推進担当）,取引先の様子,・客によって荷動きに濃淡はあるものの、全体的にはまだ大きな変化は感じられない。,
,,□,輸送業（総務・人事担当）,受注量や販売量の動き,・海外向け輸出は堅調であるが、半導体不足等足元に不安があり、受注の増加には至っていない。,
,,□,通信業（営業担当）,取引先の様子,・取引先より、景気の良しあしによって対応が変化しているわけではない。,
,,□,金融業（貸付担当）,取引先の様子,・新型コロナウイルス感染症の第７波のピークアウトにより、需要は全体的に高まっている。しかし、円安や原材料価格の高騰による仕入コストの高止まりだけでなく、原料仕入れ確保自体に苦しむ企業が出てきている。,
,,□,広告代理店（営業担当）,受注量や販売量の動き,・新型コロナウイルス感染症の影響が続いているため、受注が上向きにならない。,
,,□,会計事務所（経営者）,受注量や販売量の動き,・新規事業や転換支援コンサルティングが増加し、アンケート分析等非固定業務は回復途上にある。,
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・９月に２回目の値上げを行ったため、量販やギフトの注文が減少している。,
,,▲,木材木製品製造業（経理担当）,受注量や販売量の動き,・新設住宅着工戸数が伸び悩んでいることや、円安やロシアのウクライナ侵攻の長期化による原油高で調達コストが上昇していることで、景気がやや悪くなっている。,
,,▲,鉄鋼業（総務担当）,受注量や販売量の動き,・受注が悪化し、回復の見通しが不透明になるなど、景気はやや悪くなっている。,
,,▲,非鉄金属製造業（業務担当）,それ以外,・金属価格は高値で推移しているが、エネルギーコスト等原材料の価格高騰が収益を圧迫している。,
,,▲,通信業（営業企画担当）,受注量や販売量の動き,・データセンターに関する引き合い量が少なくなってきている。メーカー各社からもサーバ関連の半導体が不足しているとの情報もあり、客の計画が遅れ気味となっている。,
,,×,－,－,－,
"雇用
関連

(中国)",,◎,－,－,－,
,,○,人材派遣会社（経営戦略担当）,求人数の動き,・新型コロナウイルスの新規感染者数が減少に転じ始めており、近い将来の人手不足に向けた求人の動きが感じられる。,
,,○,求人情報誌製作会社（広告担当）,採用者数の動き,・2023年新卒採用を実施した企業の採用予定数は、前年より採用数を増やした企業が22％で、新型コロナウイルス感染症発生前とほぼ同数となっている。新卒採用は３年から５年後を見越して実施することが多く、中途採用と比べ、景況感の影響を受けにくい。また我が国の若年層の人口が減少傾向にあることも大きな要因である。中途採用についても、経験者採用、未経験者採用共に20代、30代を中心に増加傾向にある。,
,,○,職業安定所（事業所担当）,求人数の動き,・新規求人数の受理状況をみると、前年比で6.6％増加、前々年比で0.7％増加と過去２年間との比較では回復傾向にある。産業別にみると、前年比で建設業、運輸業、卸小売業、生活関連サービス業、教育学習支援業など多くの産業で10％以上増加している。窓口来所者の混雑具合から判断しても、景気は上向いている。,
,,○,民間職業紹介機関（人材紹介・派遣担当）,求人数の動き,・季節要因もあるが、求人の受注数が前月比114％、求職者の登録数も前月比126％となっている。,
,,□,人材派遣会社（副支店長）,求職者数の動き,・求人数は横ばいとなっている。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・原料高による物価高騰で９月以降、消費マインドが冷え込んでいる様子がうかがえる。一方で、新型コロナウイルスの感染状況が落ち着いているため、観光関係や飲食に明るい兆候が出ている。,
,,□,職業安定所（所長）,求人数の動き,・新規求人数は、電子部品・デバイス製造で業務拡大による大量募集があった製造業が前年同月比で５割増加となるなど、慢性的な人手不足を背景に、全体でも２割増加となっている。,
,,□,職業安定所（雇用関連担当）,周辺企業の様子,・10月に県内で最低賃金が33円引き上げられ、また、原材料価格や光熱費が高騰しても価格転嫁ができない状況が続いているため、経営に影響が出ているという企業がある。,
,,□,民間職業紹介機関（職員）,雇用形態の様子,・企業の採用意欲は高いものの、給与面などで求職者が求める条件と大きなかい離があるため、最終的に辞退するというケースが出ている。,
,,□,学校［短期大学］（進路指導担当）,求人数の動き,・６月以降、夏採用の求人数が余り増加していない。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　10．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(四国)",,◎,＊,＊,＊,
,,○,商店街（事務局長）,来客数の動き,・最近の物価高を受けて先行きに不安が残るが、現状は、新型コロナウイルスの新規感染者数の減少傾向に伴い、高齢者層も外出される方が増えてきており、消費に安定感が出てきている。,
,,○,一般小売店［生花］（経営者）,来客数の動き,・新型コロナウイルス感染症による制限のない連休が２回続き、繁華街への人出が増加している。来客数と開店日数も以前より増加している。祝い用の商品の注文が増え売上は増加傾向である。,
,,○,コンビニ（店長）,来客数の動き,・新型コロナウイルスの新規感染者数が減少傾向であることや連休が２回あったことから、来客数は増加し順調に回復している。,
,,○,コンビニ（総務）,来客数の動き,・商品単価の上昇はあるものの、新型コロナウイルスの感染状況も落ち着いてきており売上は現状を維持している。,
,,○,その他専門店［酒］（経営者）,販売量の動き,・現状、原材料価格の高騰や円安の影響でビールや酒類が値上がりしており、今後の値上げを懸念して買いだめする客が増えていることから、足元の売上は増加している。,
,,○,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数の減少に伴い、来客数が増加している。,
,,○,観光型旅館（経営者）,来客数の動き,・３年ぶりに行動規制がなくなり、夏休み時期の個人旅行がリベンジ消費の形で復活している。,
,,○,旅行代理店（営業担当）,販売量の動き,・個人の客は順調に増加傾向にある。また翌年度等の大型団体の客（社員旅行等）も少しずつではあるが、問合せが増加している。,
,,□,一般小売店［酒］（販売担当）,販売量の動き,・新型コロナウイルスの感染拡大の影響を受けており、飲食店への納品が回復しておらず、売上低迷が継続している。,
,,□,スーパー（企画担当）,単価の動き,・商品の値上げが続き、前月までと同様に客の事前の買いだめが顕著になっている。そのため買上単価が上昇している。,
