,,×,一般レストラン（営業担当）,・イラク情勢が影響して悪くなる。,
"企業
動向
関連

(中国)",,◎,＊,＊,
,,○,輸送用機械器具製造業（経理担当）,・イラク情勢が安定することにより、欧州向けの受注も回復する。,
,,□,農林水産業（従業者）,・例年の魚場でも期待する水揚げができない。水温や潮の関係など様々な条件が重なり、漁獲の先行き予測もままならない。,
,,□,窯業・土石製品製造業（総務経理担当）,・鉄鋼業の生産状況の好調さが継続することから、生産量も一定の水準が維持できる。ただ、イラク情勢次第で生産が左右される懸念がある。,
,,□,鉄鋼業（広報担当）,・アジアを中心に引き続き高い需要があり、引き続きフル操業が続く。,
,,□,建設業（営業担当）,・今まで止まっていた土地の売買が少しずつ動き出しているが、良くなるにはもう少し時間がかかる。,
,,□,通信業（社員）,・イラク情勢の悪化もあり、公共事業も上向きにならないこと、ブロードバンドの全国的な構築も下火になっていることなどから、今の景気は変わらない。,
,,□,金融業（業界情報担当）,・得意先において新型車の生産開始により、操業は一段と高まると期待できるが、コストは厳しさを増す一方であり、収益改善は限定的なものにとどまる。イラク情勢の不安定が長引けば、輸出急ブレーキにつながる懸念がある。,
,,□,広告代理店（営業担当）,"・自治体合併のメリットが見えず、広告にも反映してこない。逆に告知広告などが減少する恐れがある。
・民間が堅調に推移すれば、状況は変わらない水準で推移する。",
,,□,コピーサービス業（管理担当）,"・従来の主力商品は依然として15％近い下降傾向にあり、いまだ新商品によるカバーができていない。
・営業部門、生産部門も新体制への切替えを行う計画をしているが、時間を要する。",
,,▲,食料品製造業（総務担当）,"・ＯＥＭ商品の受注発注量の不安定から、会社自体の経営が難しくなる。
・自社ブランドを立ち上げようとしているが、なかなか先行きがみえない。",
,,▲,繊維工業（統括担当）,・イラク情勢の悪化などから、まだまだ良くならず悪くなる。,
,,▲,木材木製品製造業（経理担当）,・個人消費が伸びないうえ、イラク情勢の影響もあり、売上が下がってくる。,
,,▲,化学工業（総務担当）,・イラク情勢の悪化が長期化すると、原油価格の上昇に伴い、製造原価が上昇することから、利益は増加しない。,
,,▲,化学工業（総務担当）,・原料価格が減少傾向にあるものの、今後のイラク情勢の悪化が長期化すれば、再び上昇に転じることが予想され、収益的に更に厳しくなる。,
,,▲,鉄鋼業（総務担当）,"・営業の受注活動情報や３月の受注量、４月以降の受注予定などから、半導体関連材料は上向きになり始めていたのに、現在は動きがみえなくなってきている。
・堅調だった自動車関連材料の動きが鈍くなることが予想されており、急に不安感が増してきている。",
,,▲,電気機械器具製造業（広報担当）,・イラク情勢の悪化により、アメリカの景気回復が遅れることが危惧される。,
,,▲,電気機械器具製造業（総務担当）,・在庫が余り気味で、この半年の間は例年より受注が落ち込んできている。,
,,×,その他製造業［スポーツ用品］（総務担当）,・デフレ状況が改善されず、４月から公共料金も値上げされるうえ、イラク情勢の悪化など、悪い影響しかない。,
"雇用
関連

(中国)",,◎,－,－,
,,○,－,－,
,,□,人材派遣会社（経営者）,・年度末で人材派遣契約を終了するケースが大変多い反面、新規求人も活発になっている。顧客企業は人材派遣を厳しい判断のもとに限定的に活用する姿勢を強めている。,
,,□,求人情報誌製作会社（編集者）,・イラク情勢の影響もあるが、市況が良くなり雇用拡大につながるものがない。中国地方においては従来と変わらず、悪くも良くもならない状況で推移していく。,
,,□,新聞社［求人広告］（担当者）,・３月の求人広告実績は、久しぶりに例年レベルに達し、明るさが出てき始めているものの、大幅なＶ字回復は見込めそうにない。,
,,□,職業安定所（職員）,・年度始めを迎えて、大量離職が発生する情報も寄せられており、新規求職は引き続き高水準で推移すると見込まれる。,
,,□,職業安定所（職員）,・求人数は増加傾向にあるが、求職者数は変わらない。,
,,□,職業安定所（職員）,・新規求職申込件数が比較的増加している。特に男性の増加が目立っており、採用別に見ると無業者が大きく増加しているが、全体的には変わらない。,
,,▲,人材派遣会社（支社長）,・イラク情勢の悪化で今後の情勢がみえず、雇用情勢もやや悪くなる。,
,,▲,職業安定所（職員）,・建設業のほか、一部製造業にも人員整理の動きがみられる。,
,,▲,民間職業紹介機関（職員）,・業務遂行能力で中程度からやや上程度の人が応募できる正社員の求人が少ない。,
,,×,新聞社職員［求人広告］（広告営業担当）,・好材料が全くない状況のうえ、イラク情勢の悪化で国際経済の悪化が顕著になり、石油、資源の価格高騰など消費に悪影響が及ぶことから、雇用状況も悪くなる。,
,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(四国)",,◎,－,－,
,,○,百貨店（売場主任）,・大手百貨店の閉店により来客数が増加している。,
,,○,スーパー（店長）,・近隣の自社の他店舗が業態変更をしたため、来客数、単価ともに増加している。,
,,○,家電量販店（営業担当）,・セールスに耳を傾けていただける客が多くなり、購入意欲が強まる兆しが見られる。,
,,□,一般小売店［乾物］（店員）,・イラク情勢が早期終結すれば、株価値上がり、円安の方向に進み、また日銀新総裁の政策の効果が出れば、少しは景気は良くなると思う。しかし、情勢が長期化すれば全く逆の状態になり、現状での判断は難しい。,
,,□,百貨店（営業担当）,・来客数は１月に、売上は当月に前年を回復した。しかし、単価の減少傾向は変わっていない。客の購入動向も数か月間同じ傾向で、ブランドにより好不調がはっきり出ており、客の選別指向が更に強まっている。,
,,□,コンビニ（店長）,・卒業、転勤などの客の入替えで多少期待しているが、売上は、この一年間前年並みで推移している。,
,,□,衣料品専門店（経営者）,・イラク情勢、県知事選の結果次第で景気は変わってくると思う。,
,,□,乗用車販売店（従業員）,・イラク情勢が長期化すると、経済的に支障が出てくる。,
,,□,その他専門店［酒］（経営者）,・発泡酒の増税で、３月は駆け込み需要があったが、前倒しの購入にすぎず、先行きは横ばいである。,
,,□,一般レストラン（経営者）,・単価、来客数の減少が、固定化、日常化しており、急速な変化はない。,
,,□,観光型旅館（経営者）,・イラク情勢が長期化すれば、景気はしばらく良くならないと思う。,
,,□,ゴルフ場（従業員）,・３か月後の予約状況を過去のデータと比べると変化がない。,
,,□,設計事務所（所長）,・イラク情勢の影響により先行き不透明である。,
,,▲,一般小売店［生花］（経営者）,・３月末は送別会用に花束がたくさん出たことから、退職者、離職者の数が過去に例がないほど多いと感じた。このことから、消費は更に冷え込むのではないかと考える。,
,,▲,一般小売店［菓子］（販売担当）,・来客数は、前年を大きく割り込んでおり、回復の兆しが一向に見えない。,
,,▲,百貨店（総務担当）,・イラク情勢の長期化への懸念や社会保険料の値上げ、たばこ、発泡酒の増税などにより、心理的に客の消費意欲がますます冷え込んでいる。,
,,▲,スーパー（財務担当）,・イラク情勢の影響は今のところ見られないが、今後、どんな影響が出てくるか心配である。,
,,▲,スーパー（店長）,・競合店の改装オープンセールで客がそちらに流れていることと、安い物を買い回る客の消費動向から価格競争が強まっている。,
,,▲,衣料品専門店（経営者）,・一年で一番売れる時期である３月の売上が、前年比で３割から４割減少していることから判断すると、今後も期待はできない。,
,,▲,家電量販店（店長）,・新商品の売上は良いが、既存商品の単価は下落しており、販売量が増加する要素がない。,
,,▲,乗用車販売店（従業員）,・新型車やモデルチェンジ車の効果も次第と薄れ、今後は厳しくなると感じている。,
,,▲,都市型ホテル（経営者）,・予約状況を前年と比べると極端に悪化している。単価も低下している。,
,,▲,旅行代理店（従業員）,・イラク情勢による国際テロなどの不安があり、海外旅行の予約は低調、国内旅行も不景気感が強く、あまり期待できない。,
,,▲,住宅販売会社（従業員）,・住宅ローン減税を見込んだ客への販売が一段落した。,
,,▲,その他住宅［不動産］（経営者）,・１月以降低調に推移し、今後もしばらく、買い需要が増加するとは思えない。,
,,×,一般小売店［酒類］（経営者）,・新製品、プライベートブランド商品は、比較的よく売れているが、料理店、スナックなど業務向けが非常に深刻な状況である。,
,,×,スーパー（店長）,・医療費値上げ、イラク情勢など悪い条件があり、買い控えなどで景気は悪くなると思う。,
,,×,衣料品専門店［婦人服］（経営者）,・来客数が減少している。,
,,×,通信会社（企画担当）,・株価の低迷に加え、イラク情勢で今後の見通しは非常に悪い。,
"企業
動向
関連

(四国)",,◎,－,－,
,,○,－,－,
,,□,食料品製造業（従業員）,・変わらないというよりも分からないというのが現実である。新商品を出しても２か月後、３か月後の商品の動きが見えない。,
,,□,パルプ・紙・紙加工品製造業（経営者）,・新商品で売上が増加しても、既存商品が減少する状況が繰り返されており、全体としては、なかなか上向きにならない。,
,,□,化学工業（営業担当）,・イラク情勢が長期化すれば、原油価格の高騰により経済成長はマイナスになると予測する。,
,,□,一般機械器具製造業（経理担当）,・東京都の排ガス規制によるトラック需要が活発なことから、小型クレーンの出荷台数は増加している。しかし、これは一時的な要因で、民間設備投資を軸とした本格的な回復に結びつくものではない。,
,,□,建設業（経営者）,・３か月先の受注見通しが立たない。,
,,□,通信業（支店長）,・個人客の購買意欲は低いままであり、企業も経費を切りつめる会社が多く、今後も変化がないと感じる。,
,,□,金融業（融資担当）,・建設業を中心に受注量、受注単価とも回復の兆しがない。また、売掛先の倒産により、資産の不良化も懸念される。,
,,□,不動産業（経営者）,・協力業者の業績が、良いところと悪いところに二極化している。,
,,□,広告代理店（経営者）,・大口得意先である携帯電話会社が、合理化により４月から広告出稿窓口を県外に集約する。したがって、広告予算が削減される見込みであり、依然として厳しい状況が続く。,
,,□,公認会計士,・集金状況が非常に悪くなっており、各取引先の資金繰りが悪化していることがうかがえる。この状況が急速に良くなるとは考えにくい。,
,,▲,電気機械器具製造業（経営者）,・イラク情勢の長期化で円高が懸念され、当社のようにアメリカへの輸出が多い企業は、非常に厳しい状況になる。,
,,▲,輸送業（支店長）,・イラク情勢の長期化が予想され、原油価格の高騰や軽油の値上げを価格に容易に転嫁できない。,
,,▲,輸送業（配車担当）,・イラク情勢の長期化、輸出の低迷などが解決しない限り、景気は上向かないと思う。,
,,×,家具製造業（経営者）,・全体的にパイが小さくなっているのに加え、戸建住宅の建築が極端に落ち込んでいる。,
"雇用
関連

(四国)",,◎,－,－,
,,○,求人情報誌製作会社（編集者）,・即戦力の中途採用プランを投入するため、求人の掲載数が増える。,
,,□,職業安定所（職員）,・新規求職者数に減少傾向がみられる。また、管内の地元優良企業において、雇用調整計画をしている事業所が出てきている。,
,,□,学校［大学］（就職担当）,・雇用条件の悪化が伝えられる中、新規求職は非常に慎重になり、それが採用者数の減少につながっている。求人数が伸びない中、求職者数は横ばいであり、今後もこの傾向は変わらない。,
,,▲,人材派遣会社（支店長）,・今まで派遣社員を利用してきた企業もパートや契約社員に切替えるところが増えてきた。,
,,▲,職業安定所（職員）,・パートを含む有効求人倍率は0.56倍と、２か月連続で前月比0.01ポイントのマイナスとなった。また、有効求職者は５か月連続で前年同月比マイナスとなっているが、これは雇用保険受給者の減少が要因である。一方、一般求職者数の増加と求人数の減少に歯止めがかからないことから、雇用環境はなお悪化する。,
,,×,－,－,
,,,,,
　１０．九州（地域別調査機関：（財）九州経済調査協会）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(九州)",,◎,百貨店（営業担当）,・地域の市場環境の変化がほぼ一巡し、今までの基調に比べゆるやかな上昇傾向がみられる。,
,,○,スーパー（企画担当）,・既存店舗の改装や営業時間延長による集客効果が出る。,
,,○,コンビニ（店長）,・来客数や単価の動きは少し良くなっており、九州新幹線の工事関係者の利用も期待できる。,
,,○,乗用車販売店（従業員）,・新車販売台数が増えつつある。,
,,○,高級レストラン（経営者）,・４月は選挙があって厳しいが、３か月先は客が動き出す。,
,,○,観光型ホテル（スタッフ）,・宴会部門の予約状況は予算・前年比ともに予想を上回るペースで受注しているが、宿泊は先が見えない。,
,,○,テーマパーク（職員）,・４月のテレビドラマロケに伴うイベントやコンサートによる集客増と、アミューズメント施設のゴールデンウィーク期間中の営業による集客増が期待できる。,
,,○,住宅販売会社（従業員）,・住宅ローン減税の期限を考えると、そろそろ検討を始めないといけないので動きが出てくる。,
,,○,住宅販売会社（従業員）,・資金贈与とローン控除によって、住宅に関しては年内に決めようという動きが出てくる。ただ景気そのものは良くなっていない分、客は時間をかけて検討している。,
,,□,商店街（代表者）,・これ以上悪くなる様子もないが、イラク情勢が今後の消費マインドに影響する。,
,,□,商店街（代表者）,・卒業、入学、就職等でかなりの出費がかさみ、それを穴埋めするために食費が削られ、消費が落ち込む。また、イラク情勢の影響で株価の下落やガソリンの値上がりが起こっており、ますます厳しくなる。,
,,□,一般小売店［鮮魚］（店員）,・うなぎのシーズンを迎えるが、産地表示の問題もあって消費が多少落ちる。,
,,□,一般小売店［食料雑貨］（店員）,・既存のお得意様であった飲食店が相次いで閉店しており、赤字経営も限界にきている感がある。消費者の外食にかける予算が一段と厳しくなっている。,
,,□,百貨店（営業担当）,・当店より車で５～10分位のところに売場面積４万㎡の郊外店がオープンしたが、思ったほど影響を受けていない。,
,,□,百貨店（営業担当）,・春物の立ち上がりは値頃感のある商品を中心に動きがあるものの、今後の社会情勢によっては先行きは不透明である。,
,,□,百貨店（売場担当）,・イラク情勢の深刻化によって消費マインドが上向かず、よくて現状維持である。,
,,□,スーパー（経営者）,・イラク情勢の長期化による石油等の値上がりによる経費アップに加え、消費の低迷が今後も続く。,
,,□,スーパー（店長）,・競合店の出店があり、単価の下落や買物の選別が進み、非常に厳しい。ただ全体的な消費マインドは横ばいと考えられる。,
,,□,スーパー（店長）,・３月は春物の処分期に入るが、例年ならセールで買っていく客が今年は極めて少なくなった。購買意欲が減退しており、この悪さは少々のことでは立ち直らない。,
,,□,スーパー（店長）,・イラク情勢が緊迫化して、トイレットペーパー等の動きは良いが、全体的に消費が冷え込んでいる。,
,,□,スーパー（総務担当）,・食料品は前年並みの売上が見込まれるが、衣料品、住居用品は客単価が上がらず、低価格商品がほとんどを占めるようになっている。,
,,□,コンビニ（エリア担当）,・あらゆる施策の不調に加え、競合激化で更に客が減っている。また、低単価商品へのシフトが進んでいる。,
,,□,衣料品専門店（経営者）,・国際情勢の影響で製造業などに影響が出てくれば、消費者の購買意欲にも影響が出てくる。,
,,□,衣料品専門店（店員）,・高額な輸入品は好調になってきたが、これ以上良くならない。国産の商品は、安いものでいいという価値観の客が増えているので、厳しい状況はしばらく続く。,
,,□,家電量販店（経営者）,・現状だと訪問販売で売上を勝ち取るしかないが、２～３か月先にそれ以上売上が伸びる要素が見当たらない。,
,,□,家電量販店（店員）,・パソコン販売は新規は見込めず全く改善する見通しが立たない。２年くらい前のパソコンでも十分使えるということで買換え需要につながらない。,
,,□,家電量販店（総務担当）,・イラク情勢の影響が懸念され、良くなる要因が見当たらない。,
,,□,乗用車販売店（経理担当）,・新型車の投入が依然としてない状況では市場も盛り上がりに欠ける。,
,,□,その他小売［雑貨卸］（総務担当）,・３か月先になるとイラク情勢の影響が出てくるだろうが、それでも変わらない。,
,,□,高級レストラン（スタッフ）,・イラク情勢や株安などを見る限り、変わらないというよりもわからない。,
,,□,一般レストラン（スタッフ）,・100円ショップとか100円均一の回転寿司といった安い店に客が集中していて、客の絶対量が減っている。,
,,□,旅行代理店（従業員）,・５月の連休の予約が前年に比べ悪く、非常に厳しい。,
,,□,旅行代理店（従業員）,・イラク情勢の動向によって多少変わるだろうが、まだまだ厳しい状態が続く。,
,,□,タクシー運転手,・旅館、ホテルの客の様子を見ると若い人が多い。卒業旅行と思うが、今までは海外にいくパターンが多かったが国内に回っている。イラク情勢によって国内旅行が増え、景気は下向きでも観光が穴埋めして横ばいである。,
,,□,タクシー運転手,・寒い地方でもゴルフができるようになり、客が減る。,
,,□,タクシー会社（営業担当）,・イラク情勢が影響すると考えられるため見通しがきかない。,
,,□,パチンコ店（店員）,・他県からの進出が増えており、営業努力だけでは厳しい状況になっている。,
,,□,競輪場（職員）,・イラク情勢がどの程度影響するかにもよるが、日本経済の回復がない限り、公営競技の販売量は変わらない。,
,,□,美容室（経営者）,・衣替えから客の気持ちも高揚してくると思うが、大きなインパクトのあるイベントでもない限り売上は伸びない。,
,,□,住宅販売会社（従業員）,・雇用問題とかイラク情勢が影響してあまり変わらない。,
,,▲,商店街（代表者）,・自転車で10分くらいのところに巨大ショッピングセンターができたので、中心街の人通りが少なくなる。,
,,▲,商店街（代表者）,・イラク情勢の影響で米国経済が悪化し、日本の景気もそれに引きずられて悪くなる。,
,,▲,商店街（代表者）,・雇用不安、税や医療費の負担増により、企業、消費者ともに財布のひもが固くなる。,
,,▲,一般小売店［青果］（店長）,・良くなる要素が見つからない上に、医療費負担などの社会保障問題や失業率の悪化も懸念され、消費は伸び悩む。,
,,▲,百貨店（営業担当）,・売上を引っ張ってきた婦人服がリモデルをしたが芳しくない。加えて紳士服は依然伸び悩んでいる。デイリーの食品も好材料が見当たらず下降気味である。,
,,▲,百貨店（売場担当）,・購買客数、数量が若干ダウンの傾向にあり、３月は下旬くらいから消費が急激に落ち込んでいる。イラク情勢や地元テーマパークの破綻が影響していると考えられる。,
,,▲,百貨店（業務担当）,・世界情勢の不安定、株価の低迷、失業率の高止まりに回復の兆しがなく、その状況を打破できるヒット商品やトレンドの波もない。,
,,▲,スーパー（店長）,・最大のマイナス材料はイラク情勢である。,
,,▲,スーパー（店長）,・医療費などの負担増によって、客の消費に対する姿勢がますます厳しくなる。,
,,▲,スーパー（店員）,・イラク情勢が緊迫し、石油製品等の値上がりや社会情勢が不安定になり、購買意欲が失せる。,
,,▲,スーパー（総務担当）,・選挙のときは購買力がやや落ちるという過去の実績がある。それに加え、今後イラク情勢がどうなるか非常に心配な面もあり、消費は先行き不透明である。,
,,▲,スーパー（企画担当）,・景気が上向かない中、石油製品を始めとして値上がり傾向があり、客の買い控えが強まり、客単価、客数ともにますます厳しい状況になる。,
,,▲,スーパー（経理担当）,・デフレ傾向と競合店対策で客単価が更に落ちる。人口の多い都市圏では同業他社も出店攻勢をどんどんかけてくるため余計に厳しい。,
,,▲,コンビニ（経営者）,・イラク情勢が直接影響しているわけではないが、心理的にマイナスで、消費行動に盛り上がりが感じられない。,
,,▲,コンビニ（エリア担当）,・イラク情勢の緊迫化でガソリンが高騰するなど、今後の状況が見えないことから客の財布のひもは緩まない。国内の景気回復策が具体的に見えない限り、厳しい状況は今後も続く。,
,,▲,家電量販店（企画担当）,・イラク情勢の影響もあって先行きが不透明で悪くなる。,
,,▲,乗用車販売店（従業員）,・決算月の反動で、４、５月は目標台数も少なく赤字に逆戻りする懸念がある。,
,,▲,乗用車販売店（管理担当）,・イラク情勢の影響でガソリンが値上がりし、客の需要を掘り起こす上でマイナスである。,
,,▲,住関連専門店（経営者）,・イラク情勢の緊張が長期化すれば厳しくなる。また、４月には統一地方選挙があり、選挙の月はなかなか売上が伸びない。,
,,▲,その他専門店［ガソリンスタンド］（統括）,・過当競争が続いており良くなる気配がない。どんなに安定経営してきても、利益計上できる体質があっても、取引先が民事再生法を適用すればこちらもやられてしまうため、先行きは暗い。,
,,▲,高級レストラン（経営者）,・日によって売上にばらつきがあり、平均して採算ラインに達する日がほとんどない。忙しい時と暇な時との差が大きすぎてトータルでは前年割れが続く。,
,,▲,高級レストラン（専務）,・イラク情勢の影響でどんどん悪くなるが、旅行客の需要は少し良くなる。,
,,▲,一般レストラン（経営者）,・これから選挙が控えており、グループの動きが若干弱くなる。カフェでも団体の客が減ってくる。,
,,▲,都市型ホテル（スタッフ）,・イラク情勢次第だが、当分は予断を許さない状況である。,
,,▲,都市型ホテル（副支配人）,・イラク情勢の緊迫が長期化する模様を呈しており、ホテル業界は見通しが暗い。,
,,▲,旅行代理店（業務担当）,・イラク情勢など漠然とした不安感から旅行に対する支出が後回しにされる。,
,,▲,通信会社（企画担当）,・大手の競合他社が、企業体力にものを言わせた値下げや無料キャンペーンによる攻勢を強めている。,
,,▲,通信会社（業務担当）,・現在の最需要期の反動で、携帯電話の販売も新規契約だけでなく機種変更も落ち込む。カメラ付き携帯電話の人気も一段落し、新機能を搭載した商品の発売も予定されているが、さらなる需要の掘り起こしにはつながらない。,
,,▲,通信会社（管理担当）,・入社、入学のシーズンで景気回復が期待できる時期だが、イラク情勢の影響に加え、補正予算がどうなるかはっきりしないためあまり期待できない。,
,,▲,ゴルフ場（従業員）,・営業努力をしても客が増える見込みがない。,
,,▲,ゴルフ場（支配人）,・イラク情勢や公共事業削減等の政策の動きを考えると少し悪くなる。,
,,▲,設計事務所（職員）,・なかなか契約までたどり着けない。,
,,×,商店街（代表者）,・イラク情勢の影響で海外旅行を含めて旅行者の数が減る。なかでもトラベル用品が停滞する。,
,,×,商店街（代表者）,・イラク情勢の緊張が長期化することが考えられ、将来不安や経済政策への不安から消費マインドはますます冷え込む。,
,,×,百貨店（売場主任）,・客単価の低下傾向はまだまだ強くなる。今後は医療費負担増などが控えており、消費マインドが冷え込む。,
,,×,百貨店（営業担当）,・イラク情勢の緊張が長期化する恐れから米国経済の動きが落ち込み、それに伴って日本経済も厳しくなる。個人では、可処分所得を消費に充てる割合も大きく落ちる。,
,,×,百貨店（販売促進担当）,・株価の低迷やイラク情勢の緊迫が長期化する恐れから客の動向が読めない。,
,,×,スーパー（店長）,・イラク情勢の影響で石油製品の値段が上がるので、消費者の財布のひもが今以上にきつくなり、買い控えが強まる。,
,,×,衣料品専門店（店長）,・選挙があると田舎は人の動きが活発になるので、来街者も増える。しかし、イラク情勢に関しては既にガソリンが値を上げるなど、まだまだ悪くなる。,
,,×,衣料品専門店（店長）,・イラク情勢等の社会不安で、買物どころではないという気持ちが消費者に起こる。自分自身も買物の数が減っている。,
,,×,衣料品専門店（総務担当）,・イラク情勢の緊迫化で東南アジアからの旅行者が減り、テーマパークが更に落ち込みそうである。その影響で街全体が暗くなり、消費マインドに悪影響を及ぼす懸念がある。,
,,×,スナック（経営者）,・前年の６月に客が激減してから10か月間、預金や保険の解約、商工会議所からの借り入れで努力をしてきたが、このまま続けても回復が見込めないので６月末を持って閉店することになった。24年間頑張ってきたが、こんなことでやめることになるとは悔しい限りである。,
"企業
動向
関連

(九州)",,◎,＊,＊,
,,○,建設業（総務担当）,・前年悪かった反動で、新規案件が増えてきた。見積案件が多くなり、受注のチャンスが増えてきた。,
,,□,食料品製造業（経営者）,・観光に依存している納入先が大部分であるため、観光動向に業績が左右されやすい。そのためイラク情勢が国内旅行にどの程度影響を及ぼすかがポイントになるが、予測が困難な上に南九州の観光は依然低迷しており、今後も観光客を動員できる要素は見当たらない。,
,,□,金属製品製造業（企画担当）,・資材調達価格の値上げ圧力を受けている。,
,,□,電気機械器具製造業（経営者）,・半導体や液晶関連の金型部品は全体的に動きが出てきたと同時に、納期の面でも多少余裕が出ており、少し良くなる。,
,,□,広告代理店（従業員）,・新聞折込チラシの受注量は低調なまま推移している。折込件数の増減を判断の基準にしているが、取引先からは件数を増やす話が出てこない。,
,,□,広告代理店（従業員）,・依然厳しい状況が続いているが、良い企画物であればクライアントは関心を示している。,
,,□,その他サービス業［物品リース］（従業員）,・イラク情勢の早期決着が図られても、すぐに景気が回復するとは思えない。,
,,▲,食料品製造業（専務）,・イラク情勢の不安や統一地方選挙といった理由から人や物の動きが控えめになる。,
,,▲,家具製造業（従業員）,・イラク情勢も緊張の度合いを高めているし、東京の大型物件が終わって新しい物件情報が少ない。九州では大型物件の話もなく、良くなる要因がない。,
,,▲,窯業・土石製品製造業（経営者）,・最大の需要期である３月の悪い状態からしてもっと悪くなる。小売店も量販店も焼き物は売れていないと言っている。,
,,▲,窯業・土石製品製造業（経営者）,・イラク情勢の影響で石油が高騰し、金融機関等も株価下落によって厳しくなる。イラク情勢の緊張が長期化すれば米国経済が悪化し、日本も引きずられて悪くなる。,
,,▲,鉄鋼業（総務担当）,・イラク情勢の緊迫に加え、株価の下落も大きい。,
,,▲,一般機械器具製造業（経営者）,・イラク情勢の動向が気がかりである。石油価格の高騰で、自動車関連も厳しくなる。そうすれば生産の海外シフトが加速したり、値引き要請が厳しくなる。,
,,▲,輸送用機械機具製造業（経営者）,・客からの要請はコスト・品質・納期全てにおいて厳しくなっている。,
,,▲,輸送用機械器具製造業（営業担当）,・海外生産されたものに押されて、３月はどうにか稼動する仕事があったが、将来的には非常に少なくなる。,
,,▲,輸送業（従業員）,・新規の客が入るとか既存の取扱量が増えるという話はなく、値下げや取扱量を減らすという話が多い。,
,,▲,輸送業（総務担当）,・輸出が少し減っており、イラク情勢の緊迫が長引くと出荷量は減ったままになる。,
,,▲,通信業（経理担当）,・イラク情勢の決着にかかっているが、緊張が長引きそうなので悪くなる。,
,,×,不動産業（従業員）,・オフィスビルの賃料下落傾向が新築ビルにまで広がっている。,
,,×,経営コンサルタント,・年々悪くなっており、今後急激に回復することはない。イラク情勢の早期解決が図られ、気分的に明るさが出れば若干持ち直す可能性はある。,
"雇用
関連

(九州)",,◎,－,－,
,,○,＊,＊,
,,□,人材派遣会社（社員）,・短期的には派遣依頼が増えて好転しているように見えるが、長期的には不安定要素が多く、回復基調とはいえない。,
,,□,人材派遣会社（社員）,・新入社員の採用の枠も少なく、雇用の拡大になる要因が見当たらない。派遣料金の支払条件等の改定、請求の改定を申し出ても、雇用の安定を優先させるために賃金据置き、賃下げのムードが感じられる。,
,,▲,求人情報誌製作会社（編集者）,・イラク情勢が消費にどう影響するか各社とも見通せない状況にある。そのため、５月は博多どんたくを中心に毎年、臨時雇用が増えるが、現在の情勢であれば臨時の雇用も慎重になると懸念される。,
,,▲,職業安定所（職員）,・新規求人倍率が３か月連続で下降傾向にある。また新規求職者数も４か月連続で増加しており歯止めがかからない。,
,,▲,民間職業紹介機関（職員）,・求人を受けてはいるが一時的なものである。企業としては即戦力は欲しいがリスクのある採用は控えようとしている。,
,,▲,民間職業紹介機関（支店長）,"・企業側の採用姿勢は、ますます厳しくなる。一方同業他社との競争が一層熾烈になっている。
・価格の下げ圧力が根強い一方、派遣社員への給与・教育訓練費用は増加傾向であり、採算性改善の見込みが立たない。",
,,×,新聞社［求人広告］,・悪くなるというよりもわからない。失業率や有効求人倍率は改善の兆しがあるが、イラク情勢次第で落ち込むことも考えられる。,
,,,,,
　１１．沖縄（地域別調査機関：（財）南西地域産業活性化センター）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(沖縄)",,◎,－,－,
,,○,住宅販売会社（従業員）,"・減税制度を充てに年内に住宅を造りたいとする動きが更に増え、今年前半、とくに７月、８月ごろまでの客の動きは良いと予想される。
・８月、９月以降については今はなかなか見えにくいところもあるが、他社からも良いとの話が聞かれることから、２、３か月後の景気は良くなる。",
,,□,一般小売店［菓子］（企画担当）,・去った米国テロ時の教訓もあり、今回のイラク情勢に関しては前回より大きく影響はしないが、観光客は増加しても客単価は下落するという状況は続く。,
,,□,一般小売店［鞄・袋物］（経営者）,"・イラク情勢が短期間で終結すれば良いのだが、長期化すれば景気も左右される。特に基地を抱えている街は、米国人の来客数の減少により景気も影響を受ける。
・ショッピングセンター内にも大型店が出展してきており、パイの奪い合いなどから景気の改善は期待できず、現状のまま推移する。",
,,□,百貨店（担当者）,"・消費需要は概ね順調に増加のままで推移する。
・消費者の心理としては、消費意欲、タイミング等の全てが合致しないと購入にいたらない傾向が強い。",
,,□,スーパー（経営者）,"・来客数については前年をやや上回っており、客単価についても持ちなおしてきてはいるものの依然としてかなり低い状況が続いている。
・イラク情勢による入域観光客数への影響など、今後の見通しがまだ不透明であることから、現状は変わらない。",
,,□,スーパー（企画担当）,"・競合店との競争の激化により、客数の奪い合いは、しばらく続く。
・来客数が大幅に増加する要因は今のところ見つからないというのが現状で、しばらくはこの状態が続く。",
,,□,衣料品専門店（経営者）,・例年に比べ買い控えの様相が多々感じられる。今のところ良い材料が見当たらない。,
,,□,家電量販店（副店長）,・競合店が全体的に安売りに走っており、今後も受注単価の低下傾向が続き、リピート客が減少する。,
