,,○,その他専門店［酒］（経営者）,販売量の動き,・年末のお歳暮に関してはまだ早い時期だが、少しずつ売れており、景気が徐々に良くなっている印象を受ける。,
,,○,タクシー運転手,お客様の様子,・11月に当地域で選挙が行われたが、通常、選挙月は客が減少するが、今回は目減りしていない。さらに、人手不足でタクシーの稼働率が低いため、ドライバー１人当たりの客数が増加した。,
,,○,競輪競馬（マネージャー）,販売量の動き,・物価上昇はやや落ち着いてきた印象を受ける。販売金額もやや上向いてきている。,
,,○,設計事務所（所長）,販売量の動き,・持ち込まれる情報も多く、仕事の量はあるものの、人手不足で受けきれないため、景気が良いのか悪いのか分かりにくいところがある。,
,,□,商店街（代表者）,来客数の動き,・観光客を含めて、来客数がかなり増加している。しかし、飲食店を中心に人手不足がかなり深刻な状態であり、十分な対応ができていない状況になっている。,
,,□,一般小売店［酒］（経営者）,販売量の動き,・飲食店への納品や家庭用の配達においても、販売数量は横ばいであり、なかなか売上が伸びない。,
,,□,一般小売店［書籍］（営業担当）,販売量の動き,・店頭売上は低調であったが、外商売上は好調であり、両極端の結果となった。,
,,□,スーパー（企画担当）,販売量の動き,・物価が上昇し、商品単価も上がる一方、販売点数は前年を下回っている。結果として、企業としての売上は増加しているが、増税などにより実質賃金が上がっていないなかで、景気が上向いているかどうかについて問われると、プラスマイナスゼロの印象を受ける。,
,,□,コンビニ（総務）,来客数の動き,・前半の３連休は人流が活発で、売上も前年と比べて好調に推移したが、気温の低下とともに人流や売上が鈍化している。,
,,□,コンビニ（商品担当）,単価の動き,・現在も原材料の価格高騰、販管費、人件費、物流費の上昇が続いている。,
,,□,家電量販店（店員）,販売量の動き,・下見客は増えている印象だが、当日購入するのは急ぎの方のみという印象を受ける。,
,,□,家電量販店（副店長）,来客数の動き,"・客単価は前年比104％で推移しているが、来客数が前年比５％の減少が続いているため、売上の伸びがない。
",
,,□,観光型旅館（経営者）,来客数の動き,・予約状況は安定的に推移している。都市部の宿泊施設がインバウンド向けにかなり値上がりしており、また、円安傾向の改善で海外旅行も価格が高くなっているため、割安感から顧客に選択されている。,
,,□,観光遊園地（主幹）,来客数の動き,・来場者数の推移をみると、変化はみられない。,
,,□,美容室（経営者）,お客様の様子,・商品の買い控えがあるように考える。,
,,▲,商店街（代表者）,それ以外,・主婦の皆さんが食料品などの物価の上昇に悲鳴を上げている。,
,,▲,一般小売店［文具店］（経営者）,販売量の動き,・景気は２か月ぐらい前より悪いと考える。電話注文や営業活動を行っている割に取引先からの注文が少なくなっている。よくメーカーや取引先と話をするが、良い話題が出ないため、年度末に向けて心配である。,
,,▲,一般小売店［生花］（経営者）,お客様の様子,・数か月前と比べ、段々と平日の来店客が減ってきている。繁華街の飲食店では来客がみられるが、それ以外の店舗は減ってきている。また、来店客の中には単価の低い商品を選んで購入する人が目立って増えてきた。,
,,▲,スーパー（店長）,来客数の動き,・来店頻度が減り、来客数が前年を大きく下回っている。,
,,▲,スーパー（統括担当）,来客数の動き,・物価上昇により単価が上昇しているため売上は維持されているが、来客数が減少しているのは良くない傾向である。,
,,▲,コンビニ（店長）,販売量の動き,・来客数、売上、単価共に低下傾向が続いている。購買意欲の低下というよりも、物価上昇に伴う生活防衛や節約志向が強まっていると考える。,
,,▲,乗用車販売業（営業担当）,販売量の動き,・長納期化の影響により、オーダーストップ中の車種が多い。,
,,▲,乗用車販売店（従業員）,販売量の動き,・新車の受注状況が８月以降前年比で減少傾向にあり、11月においては更に悪化している。,
,,▲,乗用車販売店（役員）,販売量の動き,・新型車の発表により客の動きがあるが、受注可能車種・生産可能台数の影響もあり、売上が減少傾向にある。,
,,▲,都市型ホテル（経営者）,来客数の動き,・円安の進行と物価の上昇に対し、個人所得の増加が追い付かず、個人消費の拡大気運が乏しい状況である。,
,,▲,美容室（経営者）,来客数の動き,・毎年９月や11月は売上が低下する時期なので、来月に期待している。,
,,×,衣料品専門店（経営者）,来客数の動き,・とにかく来客数が少なく、地方の小売店は厳しい状況ではないか。物価の上昇が進んでおり、洋服など商品の買い控えの可能性も考えられる。他県の同業者からの話によれば、外国人観光客が多い都会では売上が過去最高という話を聞くが、地方では厳しい状況である。,
,,×,衣料品専門店（営業責任者）,販売量の動き,・今月は暖冬の影響で秋物衣料の売上が前年比84％と大幅に悪化している。さらに、客の節約志向もあり、客単価も鈍化している。,
"企業
動向
関連

(四国)",,◎,通信業（企画・売上管理）,受注量や販売量の動き,・上期と比較しても、前年比でみても、受注量が増加している。,
,,○,食料品製造業（商品統括）,受注価格や販売価格の動き,・販売価格を引き上げた結果、利益が大幅に改善できており、これにより来年の給与へ還元できる可能性が大きくなっている。,
,,○,繊維工業（経営者）,受注量や販売量の動き,・12月から一部商品を値上げするため駆け込み需要によって受注が増えているが、それ以外の店頭での販売はさほど多くないとみられる。観光地や首都圏、大都市の小売店は順調であるが、地方の小売店は厳しいところがある。今後、円安の影響による原材料や染色化学薬品等の値上がりで、小売価格の更なる値上げを検討する必要があるが、併せて消費は落ち込むことも懸念される。,
,,○,木材木製品製造業（営業部長）,受注量や販売量の動き,・下期の引渡物件が増加しているため、受注量は大幅に改善した。,
,,○,鉄鋼業（総務部長）,受注価格や販売価格の動き,・前年来の受注価格値上げ交渉も、比較的順調に進み、その効果が出始めている。,
,,○,輸送業（経営者）,受注量や販売量の動き,・人材不足は大いに感じるが、売上自体は戻りつつある。,
,,○,金融業（副支店長）,取引先の様子,・インバウンドを含めた観光客の回復や来客数の増加、受注量の堅調な推移から、年末年始も業績は堅調に推移していくと考えられ、景気は引き続き回復基調であると考える。,
,,□,農林水産業（職員）,受注価格や販売価格の動き,・青果物の卸売価格は玉ねぎ、人参、ねぎ等、夏場の高温による作況不良で品薄状態が続いている一部品目を除き、例年並みからやや下回る単価で推移している。今月は年間のなかでも野菜全体の平均単価が最も安い月で、物価の上昇もあり消費者の財布のひもは固い状態である。また、気温は一時的に低くなってきたが、高い日も多く、鍋需要も低調であることが価格に影響している。,
,,□,食料品製造業（経営者）,受注量や販売量の動き,・原料価格の高騰により価格を上げざるを得ない状況となったが、受注量が大幅に減少している。,
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・我が国は大規模な工事が実施・計画されており、需要は堅調に推移している。海外は緩やかな景気回復を背景に、アフリカを除く全ての地域で需要は増加傾向にある。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・再生可能エネルギーの仕事をしているが、バイオマス関係の飼料案件が決まっており、少しずつ浸透してきたと考える。,
,,□,建設業（経営者）,受注量や販売量の動き,・公共工事、民間工事共に受注量が鈍ってきた。,
,,□,通信業（総務担当）,それ以外,・ボランティア活動等の社外イベントの参加者数に特に大きな変動がなく、イベントの開催機会自体も余り増減がみられない。,
,,□,税理士事務所,取引先の様子,・物価高にも慣れてきており、大きな変動はみられない。,
,,▲,＊,＊,＊,
,,×,－,－,－,
"雇用
関連

(四国)",,◎,－,－,－,
,,○,－,－,－,
,,□,人材派遣会社（営業担当）,求人数の動き,・派遣に登録するスタッフ数は大きく変動していない。,
,,□,求人情報誌（営業）,採用者数の動き,・県内サービス関連事業者を中心に求人数は増加しているが、人材の流動性が低く、採用者数は大きく変化していない。そのため、人手不足が続いている事業者が多く、景気は横ばいである。,
,,□,民間職業紹介機関（所長）,求人数の動き,・特に変化がみられない。,
,,□,学校［大学］（就職担当）,採用者数の動き,・大学生の新卒採用内定率が前年より若干良い状況で推移している。,
,,▲,新聞社［求人広告］（担当者）,それ以外,・コロナ禍以降、広告宣伝費の経費を抑える企業が増加し、それが定着している印象を受ける。,
,,▲,職業安定所（求人開発）,求人数の動き,・新規求人数に占める派遣求人数の割合が令和５年４月以降で最も高くなった。物価高騰や最低賃金改正などの影響で、企業は厳しい経営状態が続いている。今後の見通しが不透明ななかで、人手不足を補うために派遣で対応しようとしている企業の様子がうかがえる。,
,,×,－,－,－,
,,,,,,
　11．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(九州)",,◎,一般小売店［生花］（経営者）,販売量の動き,・８月と比べてギフトとして生花を選ぶ人が多くなっている。気候が良くなり開店祝いや退職、異動、お供え用など花の需要が増加している。,
,,◎,住関連専門店（従業員）,単価の動き,・今年は例年並みに冷え込んでおり、高単価の秋冬商材が好調に動いている。,
,,◎,高級レストラン（経営者）,来客数の動き,・現在はインバウンドや国内からの旅行者で来客数は多いが、11月下旬からの予約が減少している。,
,,○,商店街（代表者）,来客数の動き,・人の動きが良くなり行動範囲も広くなっているため、来客数が多くなり消費活動も活発になっている。婦人服店では外出用の衣料品の需要が多くなると考えている。,
,,○,商店街（代表者）,来客数の動き,・今年は秋がなく、いきなり冬物の需要となっている。冬物商材の出足が好調であるため全般的に景気は上向いている。,
,,○,商店街（代表者）,来客数の動き,・イベントや旅行など移動の機会がふだんと比べて多くなっている。新型コロナウイルス感染症の分類が５類感染症へ移行したため、人の動きは活発になり消費意欲も高まっており、新型コロナウイルス感染症発生前のように回復している。,
,,○,商店街（代表者）,お客様の様子,・物価高により消費者の購買は慎重ではあるが、商店街では通行量や来客数は増加している。買上点数や売上は上向き、徐々に回復傾向にある。,
,,○,一般小売店［青果］（店長）,販売量の動き,・急激な冷え込みによって県産の地物野菜がかなり売れている。単価が下がったことで客が購入しやすくなり、また、冷え込みにより鍋物商材の動きが多くなっている。果物ではりんごや柑橘類が売上の主役になるが、若干値上がりしており、厳しい状況である。,
,,○,百貨店（企画担当）,来客数の動き,・インバウンドや国内からの観光客が非常に多く、食料品の土産を中心に、好調に推移している。,
,,○,百貨店（営業担当）,お客様の様子,・新型コロナウイルス感染症が収束し、県内外の観光客やクルーズ船の寄港などで周辺商店街を含め人流が戻っている。物産催事開催などに加え、友の会で店頭への客の来店が増加し、全店がにぎわっている。周辺地域や地方からの来店も多くなっているため、物産催事は各会場３週間にわたり盛況となり、試食・試飲も商品購入につながっている。おせちの受注も店頭、通販共に好調で高額商品から順に品切れが続いているため、月末のお歳暮ギフトセンター開設にも期待できる。また、商品値上げの影響で売上単価や客単価の伸びは続いている。,
,,○,スーパー（店長）,来客数の動き,・新型コロナウイルスの新規感染者数が落ち着き、また、インバウンド需要も回復しているため、来客数が伸長し続けている。インバウンドに対応する店舗も増えているため、どの業態でも着実に来客数が増加している。,
,,○,コンビニ（経営者）,販売量の動き,・客の買上点数が増加している。来客数に動きはないが、客単価は上昇しており売上が伸びている。,
,,○,コンビニ（経営者）,来客数の動き,・売上が前年を上回っているため不調ではないが、客単価が前年と変わらなくなっている。来客数が前年を上回っているため、何かと対策を立てることはできる状況である。,
,,○,衣料品専門店（店員）,販売量の動き,・旅行や会食用の高単価なコートやワンピースの需要が増えている。,
,,○,乗用車販売店（総務担当）,販売量の動き,・メーカーの新車生産が順調に推移している。今月も安定した台数が配給されたため、会社全体の売上と利益が目標どおり確保できている。,
,,○,その他専門店［コーヒー豆］（経営者）,お客様の様子,・前年と比べて売上は減少しているが、来客数は増加している。特に新規の来客数が徐々に増えている。,
,,○,居酒屋（経営者）,来客数の動き,・インバウンドを含め、観光で来店する客の割合が増加している。,
,,○,その他飲食の動向を把握できる者［酒卸売］（経理）,販売量の動き,・原価高騰による支出の増加が続いており、販売価格に転嫁させている。販売量は増加しているため、景況は良くなっている。個人の所得への反映も行っている。,
,,○,観光型ホテル（総務）,競争相手の様子,・人手不足をどう克服するかが問題となっており、競合他社も同様に人手不足が懸念されている。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・宴会場での会議や懇親会に伴う利用が特に多くなっており、併せて規模も大きくなっているため、来客数が増加している。旅行シーズンということもあって他県からの利用も上向いており、ホテル全体の来客数が好調である。,
,,○,通信会社（社員）,それ以外,・代理店手数料が以前より良くなっているため、景気は良くなる。,
,,○,通信会社（企画担当）,販売量の動き,・ブロードバンド光回線の販売件数が、やや増加している。,
,,○,通信会社（営業担当）,お客様の様子,・イベント等の集客が増えている。,
,,○,観光名所（職員）,来客数の動き,・土産品や海産物等を扱う直売店の来客状況を確認しているが、貸切バスでの団体がかなり戻っている。しかし、まだ新型コロナウイルス感染症発生前の状況には程遠い状況である。,
,,○,ゴルフ場（従業員）,来客数の動き,・来場者は順調に推移しており、ゴルフクラブやウェアーの購入も順調に推移し、景気がやや良くなっている。,
,,○,その他サービスの動向を把握できる者（所長）,お客様の様子,・取引先が大型案件を受注したため、工事や会場の引き合いが増加している。,
,,○,学習塾（従業員）,来客数の動き,・入塾生が増え始めている。,
,,□,商店街（代表者）,お客様の様子,・当地では新しい商業施設が続々と開店している。零細企業は既存のスーパーマーケットと新しい商業施設に挟まれ、苦戦している。,
,,□,一般小売店［精肉］（店員）,それ以外,・景気は上向きであるが、それ以上に社会保険料などの負担が増えており、利益を押し下げている。,
,,□,一般小売店［茶］（販売・事務）,お客様の様子,・５年ほど前までは繁忙期であったが、ここ数年、来客数が減少傾向にある。人通りが少なく、周囲の店も静まり返っている。専門店には入りづらいということもあり、格安商品等が外から見えやすい工夫をしている。,
,,□,百貨店（総務担当）,販売量の動き,・11月は季節要因もあって単価の高い冬物が売れており、景気はまずまずである。,
,,□,百貨店（企画担当）,販売量の動き,・総合的に判断すると、３か月前と現在で販売量は大きく変わっていない。しかし、購買客の客層は変化しており、日本人客が若干減少し、インバウンドが大幅に増加している。,
,,□,百貨店（経理担当）,販売量の動き,・化粧品及び宝飾等の売上が徐々に良くなっている一方、物価高の影響もあり、生鮮や食品催事等の売上は前年を下回っている。婦人服の売上は前年並みだが、紳士・子供服関連が苦戦している。,
,,□,百貨店（業務担当）,お客様の様子,・コロナ禍で自粛していた反動の人流増加を期待しているが、客の行動は大きく変わらない。気温が高いことで秋冬商材の動きが鈍くなっていることもあるが、来客数自体が昨年から大きく変わっていない。この自粛の４年間で変わった客の行動はそう簡単には戻らない。,
,,□,スーパー（企画担当）,単価の動き,・物価高を背景とする商品単価の上昇がそのまま売上増加につながっている。一方で、来店頻度を減らして買物をする傾向が続いており、景気が上向きになっているという印象はない。,
,,□,スーパー（経理担当）,販売量の動き,・スーパーマーケットの閉店や出店、ドラッグストアの大量出店など各社の動きが旺盛である。気温が急に下がり、冬物商材の動きが活発になっている。また、消費者は１品単価の上昇による客単価上昇を受け入れており、消費拡大の傾向は続いている。,
,,□,コンビニ（経営者）,来客数の動き,・来客数は減少傾向であり、物価高や商品値上げでどうにか売上を維持している状態が続いている。,
,,□,コンビニ（経営者）,来客数の動き,・物価高による商品単価の上昇と、来客数の推移が横ばいであることから、客単価は多少増加している程度である。景気が好転しているとは考えにくい。,
,,□,コンビニ（エリア担当）,来客数の動き,・ガソリン価格が下がるとともに物価高の影響が落ち着いていることもあり、特に変化はみられない。,
,,□,コンビニ（店長）,販売量の動き,・数か月前と比較して売上の伸び率が落ちてきている。,
,,□,衣料品専門店（店長）,来客数の動き,・客の年齢が高くなっており、来客数が減少している。加えて、コロナ禍で減少した客はそのまま戻らず、厳しい状況である。,
,,□,衣料品専門店（取締役）,お客様の様子,・様々な値上げが大きく消費の増加を阻んでいる。加えて、天候の不順が衣類の購入にブレーキを掛ける原因になっている。,
,,□,家電量販店（店員）,来客数の動き,・ここ２～３か月で来客数が２割以上減少しており、客単価も下がっている。,
,,□,乗用車販売店（役員）,来客数の動き,・新型車発表の効果が薄れ、来客数も落ち着いている。しかし、販売は高水準を維持している。,
,,□,乗用車販売店（役員）,来客数の動き,・来客数のうち、特に新規の客が減少傾向である。また、新型車が発表となっても受注台数制限があるため、受注の形態が変化している。そのため、需要に応えられない状況となり効果継続が難しい。,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,来客数の動き,・2023年に入り、購入客数の落ち込みが顕著であり、客単価でどうにか補っている状況である。各テナントに詳細をヒアリングできてはいないものの、買上点数の増加ではなく、物価や資材の高騰に伴う商品単価の上昇で客単価が上がっているだけとなっているため、売上と来客数の前年比は変わらない。,
,,□,観光型ホテル（専務）,来客数の動き,・コロナ禍では全く予約がなかった団体客が回復し、繁忙期であった例年の11月の水準に近づいている。３～４年ぶりの社員旅行の予約が多くなっている。,
,,□,タクシー運転手,お客様の様子,・ゴルフなどのイベントがあり、県外からの客が増加している。,
,,□,タクシー運転手,来客数の動き,・国内外の観光客は好調で各種のイベントは活気があるものの、年末を控え、物価高やガソリンの価格高騰の影響から地元市民の節約傾向がみられる。通勤のためのタクシー利用が減少しており、深夜の繁華街の人出もこの時期にしては少ない状態である。,
,,□,通信会社（役員）,お客様の様子,・客単価の推移がこれまでと同様の動きをしており、高額プランから低額プランへの流れが続いている。,
,,□,美容室（経営者）,販売量の動き,・２～３か月前から比較すると景気は悪くなっている。12月の年末商戦での買い控えが多くなっており、美容業界発展の足かせとなっている。,
,,□,その他サービスの動向を把握できる者［介護サービス］（管理担当）,単価の動き,・新型コロナウイルス感染症の影響による減収は緩やかになってきている。しかし、新型コロナウイルス感染症の分類が５類感染症に分類され医療機関が新型コロナウイルス療養病床確保から入院患者受入れに転じたことで、重度の顧客紹介が減少したため、単価の下落による売上の減少が発生している。,
,,□,住宅販売会社（従業員）,販売量の動き,・受注状況や客の動きは前月並みであり、ほぼ変わらない。,
,,▲,商店街（代表者）,来客数の動き,・11月は来客数や売上が増加すると予想していたが、厳しい状況である。行楽で外出が多くなり、商店街での買物が減少していることが要因である。,
,,▲,商店街（代表者）,来客数の動き,・前月までは秋物の関係で順調に来客数と売上が増加していた。今月に入り来客数が停滞しており、その原因は温暖化による気候変動と考えられる。,
,,▲,一般小売店［鮮魚］（店員）,お客様の様子,・取引先である魚屋や飲食店から景気の良い話を聞かない。来客数は増えず注文がない状態が続いている。仲卸としては、フグの注文が入っているが厳しい状態で、全体的には売上は減少している。,
,,▲,百貨店（経営企画担当）,お客様の様子,・前月から、売上が前年を下回る傾向となっている。催事期間を前年より増やしても厳しいこともあり、物品より旅行等のコト消費へ転じているのではないかと考えられる。,
,,▲,百貨店（営業企画担当）,単価の動き,・気温の寒暖差が大きく、コートなどの重衣料の動きが鈍い。また、行政が発行するプレミアム付商品券の発行額減少により、消費に影響が出ている。,
,,▲,スーパー（店長）,販売量の動き,・１品単価が上昇し続けており、消費者の許容し得る限界を超えてきている。それは１人当たりの購入点数や来店頻度に現れており、それぞれが前年を下回り続けている。可処分所得の減少を多くの人が感じており、消費に回せない状況になっている。,
,,▲,スーパー（総務担当）,販売量の動き,・食品価格が幅広く値上げとなっているため、買上点数が前年を下回る水準が続いている。,
,,▲,コンビニ（エリア担当・店長）,来客数の動き,・11月中旬の客の動きを前年と比較すると、午前中、夕方から夜にかけては余り変化はないが、昼間のピークの時間帯は減少している。,
,,▲,家電量販店（店長）,競争相手の様子,・来客数や販売台数共に厳しい状況が続いているが、競合店舗はそれに輪を掛けて厳しい状況に陥っている。,
,,▲,乗用車販売店（従業員）,単価の動き,・自動車も値上げしており、買換え予定であった客が購入を考え直すことが多くなっている。,
,,▲,住関連専門店（経営者）,お客様の様子,・商品の値上げがあり、今月は来客数や売上が伸び悩んでいる。都市部の店舗におけるキャンペーンでも売れていない状況である。,
,,▲,その他専門店［ドラッグストア］（企画担当）,お客様の様子,・単価が下落しており、景気は悪くなっている。,
,,▲,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,それ以外,・中小零細飲食業などのテナントの経営状況が悪化している。,
,,▲,高級レストラン（経営者）,来客数の動き,・今月上旬には客の動きが余りなく、下旬に団体の動きが若干出ている程度で、今月は景気が悪い月である。,
,,▲,美容室（店長）,お客様の様子,・客の高齢化により外出機会が減少し、美容室を利用する周期は長くなっている。,
,,▲,設計事務所（所長）,単価の動き,・住宅建築では材料費や製品代の価格上昇がまだ続いており、生活必需品の価格上昇も続いている。一方、仕事の対価は上昇しておらず、特に人件費が主たる費用である個人設計事務所は価格転嫁が難しく厳しい。,
,,▲,設計事務所（代表）,単価の動き,・内見会の来場者数が減少している。,
,,×,商店街（代表者）,来客数の動き,・近隣に競合店ができた等の要因はないが、来客数が非常に減少している。原因が分からない。,
,,×,美容室（経営者）,お客様の様子,・様々な物が値上げされる中、客の値下げの要望にも対応している。価格を安くすることにより利益が少なくなっており、商売が持続できるよう、政府の対策を望んでいる。,
,,×,住宅販売会社（従業員）,お客様の様子,・景気が良い客と悪い客は両極端で、売上が増加しているが景気が良いわけではない。為替や株など他方面で収入がある場合が多い。,
"企業
動向
関連

(九州)",,◎,－,－,－,
,,○,農林水産業（経営者）,受注量や販売量の動き,・10月の売上はそこそこ良い状況となり、11月は計画を100％達成できる予定である。11月に入って気候も秋らしくなり、鍋用の食材も出始めスーパーマーケット関連の売行きも好調となっている。居酒屋はまだ以前の状態に戻るのは厳しいが、動きは好調である。また、冷食メーカーについては末端価格の値上げが若干響いており、少々低調であるものの、全体では好調な動きである。,
,,○,一般機械器具製造業（経営者）,取引先の様子,・半導体の供給が良くなったことで取引先の動きが活発になり、忙しくなっている。それに伴い、関連する部品の発注で受注量が若干上向いており、期待している。,
,,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・主要取引先の受注状況をみると半導体製造装置が増える傾向にあるため、景気は良くなっている。,
,,○,電気機械器具製造業（取締役）,取引先の様子,・車載など半導体関連ビジネスが今後伸びると予想している。スペースと人に投資できればビジネスは広がるが、資材や人件費の高騰を考慮する必要がある。,
,,○,金融業（従業員）,取引先の様子,・家電販売は弱含みながら、百貨店やスーパーマーケットの売上のほか、自動車の売上が回復している。また、飲食店や旅館・ホテルの売上も増加傾向となり、賃上げの動きも幅広い業種に広がってきている。,
,,○,金融業（営業）,取引先の様子,・徐々にではあるが、価格転嫁や賃上げが浸透しつつあることが実感できる。,
,,○,経営コンサルタント（代表取締役）,受注量や販売量の動き,・企業が人材教育に投資を始めている。,
,,□,繊維工業（営業担当）,競争相手の様子,・外国人研修生の入国が緩和され、次第に工場の生産量は上がりつつある。しかし、物価高はそれ以上に様々な影響を及ぼしており、工場閉鎖や縮小する企業が相次いでいる。生産拠点を再び海外に移す動きさえある。,
,,□,その他製造業［産業廃棄物処理業］,取引先の様子,・現状の取引量や生産量は、特に変わりなく推移している。,
,,□,建設業（社員）,受注量や販売量の動き,・手持ちの工事量は例年と変わらず、指名件数が非常に少ない。特に県や市の一般競争入札は少ない状況であり、補正予算の早急な執行を期待している。,
,,□,輸送業（総務担当）,受注量や販売量の動き,・物価高の影響によって消費量が予想以上に少なく、荷動きが鈍いままであるため、景気が良いとは判断できない。,
,,□,金融業（調査担当）,取引先の様子,・新型コロナウイルス感染症に対する過度な警戒感は薄らいでいるが、物価高を受けた消費者の慎重な購買スタンスは強まっている。マンションは新築や中古共に価格が上昇しているものの、根強い人気を保っている。畜産では子牛の取引価格が低迷しており、飼料価格の高騰もあり、肥育農家の経営環境は厳しさを増している。,
,,□,不動産業（経営者）,受注量や販売量の動き,・現在の受注価格が以前と比べ余り変化がないことから、景気が変わらない。,
,,□,広告代理店（従業員）,取引先の様子,・取引先の状況は、３か月前と比べ大きな変化はみられない。当社の業績は前年比で微増となっているが、年間では微減となっている。全体として３か月前と比べて大きく変わっているとは考えられない。,
,,□,経営コンサルタント（社員）,受注価格や販売価格の動き,・大型食品スーパーマーケットの出店が増加しており、消費者は１円でも安い価格で大量購入している。,
,,□,経営コンサルタント（社員）,それ以外,・外部の反応も含め全体的に動きが少なく、余り動きが見られない。,
,,□,その他サービス業［物品リース］（職員）,取引先の様子,・物価が上昇し、賃金上昇は追い付いていない状況下にあり、おおむね景気の上振れは落ちつく。また、企業の設備投資意欲も、新型コロナウイルス感染症の収束によってある程度落ち着きを見せており変動はみられない。,
,,□,その他サービス業［コンサルタント］（代表取締役）,競争相手の様子,・市町村のアンケート調査や計画策定の発注が終了しつつあり、新たな受注は見込めない状況にある。指名が入り入札に参加しているが、予定入札価格の３割引で落札する業者もあり、徐々に以前のダンピング競争に向かう可能性もある。設計業務では、最低価格が公表されている場合、複数の業者が最低価格で応札するため、くじ引きで決定されている。,
,,▲,窯業・土石製品製造業（経営者）,それ以外,・11月の売上は前年と比較すると、１割ほど減少している。特に注目する点はふるさと納税が落ち込んでいることで、巣籠り生活時の商品ではなく旅行関係へ流れているのではないかと考えられる。ふるさと納税でも競争があり、今後を危惧している。,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・半導体製造装置関連の金属加工製品の受注が引き続き悪い。その他の分野でも良い状況ではない。,
,,▲,輸送業（従業員）,受注量や販売量の動き,・ビールの輸出は好調であるが、製品化する際の液体や缶の生産が追い付かず、需要に対して供給が追い付いていない。そのため、九州からの輸出ができず、他地域からの輸出や九州まで運んで輸出する等で経費が増加している。また、原材料の価格高騰は続いており、更地にしても、マンションなどの工事に着手できない状況で、木材メーカーの輸入も減少している。,
,,▲,金融業（営業担当）,取引先の様子,・不動産業者や住宅販売業者について、当市圏内では仕入れる土地がない上、価格の高騰や建築資材の高騰により、住宅販売数に若干減少傾向がみられる。住宅の持家の減少から、戸建て住宅を販売するのではなく、マンションやリノベーション販売に力を入れ始めている。徐々に戸建て住宅の売行きが減速している。,
,,▲,金融業（調査担当）,取引先の様子,・経常運転資金を使途とした貸出金が減少しており、特に2023年11月は前年比72％の減少となり、四半期前の比較でも66％と大きく減少している。主に中小企業の販売需要が減少しており、景気が下向きになっている可能性が考えられる。,
,,▲,広告代理店（役員）,受注量や販売量の動き,・具体的な理由ははっきりしないが、周りの景況は厳しい。,
,,×,農林水産業（従業者）,受注量や販売量の動き,・夏場の高温の影響で野菜の価格が高騰するとの報道が流れたため、農作物出荷が始まったタイミングで価格が例年よりも下落している。,
"雇用
関連

(九州)",,◎,＊,＊,＊,
,,○,人材派遣会社（社員）,求人数の動き,・年末の忘年会や年明けの新年会の受注が順調となっている。また、法人だけでなく、個人の宴席も増えている。,
,,○,人材派遣会社（社員）,求人数の動き,・企業からの求人依頼で自社募集を掛けているが、エントリーがないためコストが増加しても、人を探してほしいという派遣依頼が増加している。,
,,○,人材派遣会社（社員）,求人数の動き,・年末に近づき、年末特需のオーダーが増加している。,
,,○,新聞社［求人広告］（社員）,それ以外,・クリスマスや年末年始のシーズンになるため、売上は良くなる。,
,,○,新聞社［求人広告］（担当者）,それ以外,・秋の行楽シーズンやクリスマス、忘年会や新年会などイベントも多くなり、新型コロナウイルス感染症対策としての制限も緩和されたため、人出や消費活動が活発化している。取引先が出張で来訪した際も宿泊ホテルが確保しにくい状況で、インバウンドを含め人流が明らかに多くなっている。,
,,○,学校［大学］（就職支援業務）,求人数の動き,・11月に入って採用活動を継続している企業は多く、有効求人数の件数も前年と比較してかなり増えている。大学への企業来訪件数も増加しているが、なかなか2024年卒の目標人員に到達できず、採用活動に苦戦している企業が多い。学生にとっては有利な状況である一方で、採用活動の長期化は進み、企業や団体にとっては人材確保が大きな課題になっている。人手不足の状況は今後も予想され、求人の動きは緩やかではあるが、拡大傾向にあると予測している。,
,,□,民間職業紹介機関（職員）,求人数の動き,・学生数は変わらないが、求人数が増えているためかなりの売手市場になっている。仕事柄、大学訪問をするが、求人を持参する企業が増えており、職員とのアポイントを取りにくくなっている。,
,,□,学校［専門学校］（就職担当）,求人数の動き,・企業からの求人数と採用時期や人数において、大きな変化はみられない。,
,,▲,人材派遣会社（社員）,求人数の動き,・求人数が約２割ほど減少している。毎年受注している時期的な仕事はあるが、欠員や増員などの問合せをしてくる企業が少なくなっている。,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・例年、第３四半期は12月を除いて求人数は活発に動くが、今期は予想外に低迷をしている。各社共に消極的である。,
